, ,url,title,summary,claimant,verdict,party,topic,sub category,date_published,creator,publisher,license_type,copyright,verdict_simplified,date,number_articles_newsbank
377,10139350.0,https://www.abc.net.au/news/10139350,Fact check: Are a majority of working-age Australian Muslims not working and living on welfare?,"In his first speech to Parliament, Senator Fraser Anning, a member of Katter's Australian Party, made a number of disputed claims including that ""a majority of Muslims in Australia of working age do not work and live on welfare"".",Fraser Anning,half-baked,Independent,Immigration,"Welfare, Migrants, Muslims",Fri Aug 24 06:00:59 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-08-24 06:00:59,0
378,10147364.0,https://www.abc.net.au/news/10147364,Fact check: Would reducing international student visas create university places for Australians?,"Senator Fraser Anning of Katter's Australian Party says migration is a ""critical problem"" facing the nation, and used his controversial maiden speech to argue for a big reduction in student visas, which he claims would create more university places for Australians.",Fraser Anning,Ill-informed,Independent,Education,"Student visas, International students",Thu Aug 23 13:15:50 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-08-23 13:15:50,0
379,10187550.0,https://www.abc.net.au/news/10187550,Fact check: Do Sudanese people account for only 1 per cent of crimes committed in Victoria?,"A brawl in the Melbourne suburb of Collingwood has reignited the debate about crime in Victoria and, in particular, offending by African Australians. But lawyer and social justice advocate Nyadol Nyuon claims that the majority of crimes in Victoria are committed by people born in Australia and New Zealand, with people from Sudan accouning for just one per cent of crimes.",Nyadol Nyon,Checks Out,Industry,Law and Order,Crime stats,Wed Sep 05 06:49:00 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-09-05 06:49:00,0
380,10194408.0,https://www.abc.net.au/news/10194408,Fact check: Did former prime minister Harold Holt abolish the White Australia policy?,"When Senator Fraser Anning of Katter's Australian Party said the end of the White Australia Policy had come about because of former Labor prime minister Gough Whitlam, Liberal MP Tim Wilson responded by claiming it was former Liberal prime minister Harold Holt who had abolished the controversial Policy.",Tim Wilson,Simplistic,Liberal,Immigration,"History, Politics",Thu Sep 06 06:01:26 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-09-06 06:01:26,0
381,10230820.0,https://www.abc.net.au/news/10230820,Fact check: Does Scott Morrison's first cabinet have additional female representation?,"As the dust settles on a messy leadership spill, allegations of bullying of female members of the parliamentary Liberal Party have opened a debate over whether the party has a problem with women's representation. But Josh Frydenberg, the newly elected Deputy Leader, says there are now more women in cabinet.",Josh Frydenberg,Overstated,Liberal,Gender,"Gender equality, Women in cabinet, Women in Parliament",Thu Sep 13 06:54:48 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-09-13 06:54:48,0
382,10256464.0,https://www.abc.net.au/news/10256464,Fact check: Has the Coalition been unable to reach its target of 50 per cent women on government boards?,"Following the ousting of prime minister Malcolm Turnbull and allegations that women were bullied during the leadership spill, independent Victorian MP Cathy McGowan has cast doubt on the Coalition's ability to boost the number of women in its ranks, claiming the Government hasn't even managed to reach its target for female representation on government boards. But is that a fair assessment?",Cathy McGowan,Jumping the gun,Independent,Gender,"Gender equality, Women in cabinet, Women in Parliament",Thu Sep 27 06:50:31 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-09-27 06:50:31,0
383,10264402.0,https://www.abc.net.au/news/10264402,Fact check: Will Queensland's proposed abortion laws allow unrestricted access after 22 weeks?,Coalition senator for Queensland Matt Canavan claims that a bill proposing to decriminalise abortion in the state would allow unrestricted access to abortions after 22 weeks' gestation.,Matt Canavan,Baseless,National_Party,Health,Abortion,Thu Oct 04 06:58:22 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-10-04 06:58:22,0
384,10287356.0,https://www.abc.net.au/news/10287356,Fact check: Are company profits growing five times faster than Australians' wages?,Opposition finance spokesman Jim Chalmers claims that company profits have grown five times faster than Australians' wages.,Jim Chalmers,More to the story,Labor,Economy,,Mon Sep 24 08:23:37 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-09-24 08:23:37,0
385,10302358.0,https://www.abc.net.au/news/10302358,Fact check: Has the gender pay gap shrunk under the Coalition Government's policies?,Prime Minister Scott Morrison claims that the gender pay gap has shrunk to a record low under the policies of the Coalition Government. ,Scott Morrison,Overreach,Liberal,Gender,"Equality, pay gap",Tue Oct 02 07:02:46 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-10-02 07:02:46,0
386,10342960.0,https://www.abc.net.au/news/10342960,Fact check: Is Australia's population the fastest growing in the developed world?,"Australian entrepreneur Dick Smith claims that Australia's annual population growth rate, at 1.6 per cent, is the highest in the ""developed world"".",Dick Smith,Incorrect,Industry,Immigration,Population Growth,Thu Oct 11 07:08:55 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-10-11 07:08:55,0
387,10363758.0,https://www.abc.net.au/news/10363758,Fact check: Did the government cut $1.2 billion from aged care funding?,Opposition Leader Bill Shorten claims that Prime Minister Scott Morrison cut $1.2 billion in funding from aged care in his first budget as treasurer. ,Bill Shorten,Misleading,Labor,Budget(s),Aged Care,Tue Oct 16 07:02:22 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-10-16 07:02:22,0
388,10365750.0,https://www.abc.net.au/news/10365750,Fact check: Is two-thirds of Australia's food production reliant on bee pollination?,Fruit and vegetable magnate Robert Costa claims that two-thirds of Australia's food production relies on bee pollination.,Robert Costa,Overstated,Industry,Environment,,Mon Oct 15 06:01:32 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-10-15 06:01:32,0
389,10387552.0,https://www.abc.net.au/news/10387552,"Fact check: Do two-thirds of negative gearers have a taxable income under $80,000?","Treasurer Josh Frydenberg claims that two-thirds of people who use negative gearing have a taxable income of less than $80,000 a year. ",Josh Frydenberg,Misleading,Liberal,Economy,,Fri Nov 16 05:44:46 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-11-16 05:44:46,0
390,10404508.0,https://www.abc.net.au/news/10404508,Fact check: Had no independent ever been re-elected to the Lower House before 2001?,"Katter's Australian Party MP Bob Katter claims that when he was elected for his second term as an independent in the early 2000s, it was the first time an independent had ever been re-elected.",Bob Katter,wrong,Independent,Politics,,Fri Oct 26 06:48:57 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-10-26 06:48:57,0
391,10447492.0,https://www.abc.net.au/news/10447492,Fact check: Have wages grown steadily and outstripped inflation over the past decade?,"Jobs and Industrial Relations Minister Kelly O'Dwyer claims that wages have grown steadily over the past decade, rising by 30 per cent and outstripping inflation at 20 per cent. ",Kelly O'Dwyer,Not the full story,Liberal,Employment,Wages,Thu Nov 01 06:55:26 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-11-01 06:55:26,0
392,10456650.0,https://www.abc.net.au/news/10456650,Fact check: Have the asylum seekers on Nauru not proven themselves to be genuine refugees?,"One Nation Leader Pauline Hanson claims that the asylum seekers who remain on Nauru have failed to prove they are genuine refugees, so should not come to Australia. ",Pauline Hanson,Wrong,One_Nation_Party,Immigration,Asylum seekers,Fri Nov 02 05:40:22 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-11-02 05:40:22,0
393,10471176.0,https://www.abc.net.au/news/10471176,Fact check: Has the number of frontline police in Victoria fallen by 190 under Labor?,"Ahead of the 2018 state election, Victorian Opposition police spokesman Edward O'Donohue claims that ""frontline police numbers"" have decreased by 190 in Victoria under the Andrews Government. ",Edward O'Donohue,Misleading,Liberal,Law and Order,Police,Fri Nov 09 05:45:26 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-11-09 05:45:26,0
394,10481462.0,https://www.abc.net.au/news/10481462,Fact check: Has crime in the Bentleigh electorate jumped 58 per cent under Victorian Labor?,"Ahead of the 2018 Victorian state election, Asher Judah, the Liberal candidate for Bentleigh, claims that crime is up 58 per cent.",Asher Judah,More to the story,Liberal,Law and Order,Crime,Thu Nov 15 06:50:10 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-11-15 06:50:10,0
395,10510172.0,https://www.abc.net.au/news/10510172,Fact check: Did the Victorian Coalition cut a billion dollars from health when last in office?,"Ahead of the 2018 state election, Victorian Health Minister Jill Hennessy claims that when the Coalition was last in office, it cut $1 billion from the health system.",Jill Hennessy,Wrong,Labor,Health,Funding ,Wed Nov 21 16:03:04 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-11-21 16:03:04,0
396,10510204.0,https://www.abc.net.au/news/10510204,Fact check: Is Victoria the highest taxing state in the nation?,"Ahead of the 2018 state election, Victorian Shadow Treasurer Michael O'Brien claims Victoria is the highest taxing state in Australia.",Michael O'Brien,"Yes, but more to it",Liberal,Taxation,Economy,Tue Nov 20 13:05:04 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-11-20 13:05:04,1
397,10545822.0,https://www.abc.net.au/news/10545822,Fact check: Has Victoria's share of Chinese investment in Australia more than tripled over four years?,"Ahead of the 2018 Victorian state election, Premier Daniel Andrews claims that the state's share of Chinese investment in Australia has more than tripled in the past four years.",Daniel Andrews,Fair Call,Labor,Economy,"China, Infrastructure, Investment",Fri Nov 23 05:54:04 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-11-23 05:54:04,0
398,10566014.0,https://www.abc.net.au/news/10566014,Have removal rates of Indigenous children increased 400 per cent since 2008?,Former Victorian Greens MP Lidia Thorpe claims that the rate of removal of Indigenous children has increased five-fold over the decade to 2018.,Lidia Thorpe,Doesn't check out,Greens,Indigenous Affairs,Social Issues ,Wed Dec 12 07:00:40 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-12-12 07:00:40,0
399,10568410.0,https://www.abc.net.au/news/2018-12-03/fact-check-are-drug-dogs-incorrect-75-pc-of-the-time/10568410,Are drug sniffer dogs incorrect 75 per cent of the time?,A statement on the Victorian Greens' website claims that drug detection dogs are incorrect 75 per cent of the time.,Victoria Greens,Close to the mark,Greens,Law and Order,Pill Testing,Mon Dec 03 07:02:00 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-12-03 07:02:00,0
400,10595756.0,https://www.abc.net.au/news/10595756,Has the Coalition Government doubled net debt?,"Shadow assistant treasurer Andrew Leigh claims that net debt has doubled under the Coalition Government and ""hit a record high"" of ""some $350 billion"".",Andrew Leigh,"Yes, but more to it",Labor,Economy,"Debt, Net debt",Tue Dec 11 06:35:30 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-12-11 06:35:30,4
401,10620194.0,https://www.abc.net.au/news/10620194,Are carbon emissions coming down in Australia?,"Former Howard government minister Amanda Vanstone claims that ""emissions are coming down"" in Australia. ",Amanda vanstone,Misleading,Liberal,Environment,"Climate change, emissions",Mon Dec 17 06:44:20 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-12-17 06:44:20,44
402,10626204.0,https://www.abc.net.au/news/10626204,Will Labor's dividend imputation policy overwhelmingly affect the low paid?,"The Morrison Government has argued Labor's controversial plan to scrap refundable franking credits on dividends from shares is unfair. Assistant Treasurer Stuart Robert says the plan will overwhelmingly hit low and middle-income earners, claiming that 84 per cent of people affected are on taxable incomes of less than $37,000.",Stuart Robert,Misleading,Liberal,Economy,,Wed Jan 30 06:11:26 EST 2019,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2019-01-30 06:11:26,0
403,10627318.0,https://www.abc.net.au/news/10627318,"Is the Pacific island nation of Tuvalu growing, and not sinking, as Craig Kelly says?","Caught on tape mocking ""lefties"" for exaggerating the effects of climate change, Liberal MP and climate sceptic Craig Kelly has claimed that Tuvalu is not sinking beneath the seas but, according to the scientific literature, growing.",Craig Kelly,Checks Out,Liberal,Environment,,Wed Dec 19 06:47:16 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-12-19 06:47:16,0
404,10696844.0,https://www.abc.net.au/news/10696844,Does Labor have twice the number of women the Liberals have in Parliament and on the frontbench?,"Deputy Opposition Leader Tanya Plibersek claims that Labor is well ahead of the Liberal Party when it comes to female representation, with more than double the number of women in its parliamentary party, and double the number of women on its frontbench.",Tanya Plibersek,"Yes, but more to it",Labor,Employment,Equal Opp,Thu Feb 07 06:03:51 EST 2019,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2019-02-07 06:03:51,0
405,10780846.0,https://www.abc.net.au/news/10780846,Are five MCGs of native forest being logged in Victoria every day?,"Environmentalists frequently talk about logging in terms of how many ""football fields"" or ""soccer pitches"" are felled. But in the lead up to the 2018 Victorian state election, the Greens released a policy paper that measured logging in a slightly different way: MCGs. ",Greens,Close to the mark,Greens,Environment,,"20 Feb 2019, 4:01pm",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2019-02-20 16:01:00,0
406,10798654.0,https://www.abc.net.au/news/10798654,Fact check: Could Richard Di Natale and Bob Brown act as medical advisers on the transfer of refugees under proposed legislation?,"As the Government seeks to prevent the passage of the so-called ""medevac bill"", Home Affairs Minister Peter Dutton has questioned the influence medical practitioners would have in deciding to transfer sick refugees to Australia for treatment, suggesting that Greens politicians could be qualified to provide the medical advice used to justify a transfer.",Peter Dutton,Drawing a long bow,Liberal,Immigration,"legistlation, Asylum seekers",Mon Feb 11 15:51:02 EST 2019,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2019-02-11 15:51:02,0
407,10821084.0,http://www.abc.net.au/news/2019-02-22/fact-check-have-homeownership-rates-for-young-people-dropped/10821084,Labor says the home ownership rate for young people has fallen 20 per cent. Is that right?,"Keeping to Labor's theme of economic inequality in the leadup to the 2019 federal election, Shadow Treasurer Chris Bowen claims home ownership rates for people aged 25-34 have ""spiralled downwards in recent years"".",Chris Bowen,In the ballpark,Labor,Economy,,"22 Feb 2019, 6:21am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-02-22 06:21:00,0
408,10845696.0,http://www.abc.net.au/news/2019-02-26/fact-check-does-labors-capital-gains-tax-policy-frydenberg/10845696,"Labor's capital gains changes will hurt those on less than $80,000, Josh Frydenberg says. Is that right?","Treasurer Josh Frydenberg says Labor's proposed 50 per cent capital gains tax increase will hit not only the economy but also taxpayers on low-to-middle incomes, and claims that more than 60 per cent of people who declare capital gains have taxable incomes of less than $80,000.",Josh Frydenberg,Misleading,Liberal,Economy,Capital gains,"26 Feb 2019, 6:27am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-02-26 06:27:00,0
409,10824996.0,http://www.abc.net.au/news/2019-02-28/fact-check-crimes-against-humanity-wilkie-nauru-manus-refugees/10824996,"By sending asylum seekers to Nauru and Manus, is Australia guilty of crimes against humanity?","Independent MP Andrew Wilkie has condemned successive Australian governments for failing to meet their obligations under international law to asylum seekers and refugees who arrive by sea, and says the Government has committed crimes against humanity.",Andrew Wilkie,Untested,Independent,Immigration,Asylum seekers,"28 Feb 2019, 9:03am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-02-28 09:03:00,0
410,10839222.0,http://www.abc.net.au/news/2019-03-01/fact-check-medevac-refugees-offshore-coleman/10839222,Will the medevac bill allow healthy refugees on Nauru and Manus to come to Australia?,"Immigration Minister David Coleman has criticised the so-called ""medevac bill"", claiming the legislation requires a ""very, very low threshold"" for bringing refugees and asylum seekers to Australia from Manus Island and Nauru.",David Coleman,Spin,Liberal,Immigration,Asylum seekers,"1 Mar 2019, 8:57am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-01 08:57:00,0
411,10861688.0,http://www.abc.net.au/news/2019-03-04/analysis-claims-labor-big-tax-policies-misleading/10861688,"Analysis: Why using taxable income to attack Labor's negative gearing, capital gains and dividend imputation policies is misleading","In the lead up to the 2019 federal election, RMIT ABC Fact Check examines how tax data is being used in the public policy debate.",,,Liberal,Taxation,,"4 Mar 2019, 7:15am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-04 07:15:00,0
412,10867388.0,https://www.abc.net.au/news/2019-03-06/fact-chec-nsw-votes-jobless-rate-46-per-cent-higher-under-labor/10867388,Dominic Perrottet says unemployment in NSW was nearly 50 per cent higher under Labor. Is he correct?,"In the lead up to the 2019 state election, NSW Treasurer Dominic Perrottet has taken credit for the state's solid employment figures, arguing that Labor would take the state backwards and claiming that unemployment was much higher 10 years ago.",Dominic Perottet,Cherrypicking,Liberal,Employment,,"6 Mar 2019, 9:08am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-06 09:08:00,0
413,10872362.0,https://www.abc.net.au/news/2019-03-07/fact-check-greens-nsw-homelessness-increase-housing-nsw-election/10872362,"Housing is an election issue for the NSW Greens, but is homelessness up 30 per cent as they say?","Arguing there is a ""housing crisis"" in the state, NSW Greens MP David Shoebridge claims that homelessness in NSW ""has jumped by more than 30 per cent in five years"".",David Shoebridge,Close to the mark,Greens,Housing,Homelessness,"7 Mar 2019, 11:45am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-07 11:45:00,0
414,10882844.0,https://www.abc.net.au/news/2019-03-08/fact-check-fact-check-international-womens-day-2019/10882844,"Analysis: As International Women's Day rolls around again, what's changed for women in Australia?","Since International Women's Day in 2018, RMIT ABC Fact Check has investigated a slew of claims relating to women and their place in Australian society and politics. This article summarises the findings.

",,,,Immigration,,"8 Mar 2019, 2:44pm",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-08 14:44:00,0
415,10900474.0,http://www.abc.net.au/news/2019-03-15/fact-check-dutton-refugees-hospital-beds/10900474,The Government says Australians will lose out on medical help if refugees are brought here for treatment. Is that correct?,Prime Minister Scott Morrison and other Coalition frontbenchers say Australians face being kicked off hospital waiting lists by an influx of asylum seekers and refugees seeking medical treatment in Australia under the so-called medevac legislation.,Multiple,Baseless,Liberal,Immigration,"Health, Hospitals","15 Mar 2019, 9:36am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-15 09:36:00,0
416,10892542.0,https://www.abc.net.au/news/2019-03-18/fact-check-nsw-election-school-closures-openings-daley/10892542,Michael Daley says NSW Government has closed more schools than it has opened. Is he correct?,"Announcing NSW Labor's plan to replace 1,000 demountable classrooms with permanent buildings, Opposition Leader Michael Daley says the state government has failed to build new ""bricks and mortar classrooms for eight long years"".",Michael Daley,Spin,Labor,Education,,"18 Mar 2019, 9:06am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-18 09:06:00,0
417,10910988.0,https://www.abc.net.au/news/2019-03-21/fact-check-nsw-votes-2019-domestic-violence-shelter-cuts/10910988,Fact Check: Did the NSW Coalition cut $20 million from domestic violence shelters?,"NSW Opposition Leader Michael Daley says that, if elected, Labor will boost funding for domestic violence services, and claims that the state Coalition cut $20 million from specialist shelters in 2014.",Michael Daley,Oversimplified,Labor,Social Issues,Domestic Violence,"21 Mar 2019, 8:54am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-21 08:54:00,0
418,10919640.0,http://www.abc.net.au/news/2019-03-22/fact-check-nsw-votes-solar-power-usage/10919640,Gladys Berejiklian says the largest use of solar energy is in NSW. Is she correct?,"During a NSW leaders' debate, Premier Gladys Berejiklian sought to establish her government's credentials on renewable energy by claiming that NSW has ""the largest … use of solar energy"".",Berejiklian,Doesn't Check Out,Liberal,Environment,Renewables,"22 Mar 2019, 8:58am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-22 08:58:00,0
419,10950644.0,http://www.abc.net.au/news/2019-03-29/fact-check-labor-shorten-aged-care-misleading-claim/10950644,Bill Shorten says the Government has cut nearly $2 billion from aged-care services. Is he correct?,"Weeks out from the 2019 federal election, Labor has attacked the Government over cuts to aged-care funding, which Opposition Leader Bill Shorten claims amount to nearly $2 billion.",Bill Shorten,Misleading,Liberal,Social Issues,Aged Care,"29 Mar 2019, 10:29am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-29 10:29:00,0
420,10975460.0,http://www.abc.net.au/news/2019-04-08/fact-check-mediicare-out-of-pocket-costs-kristina-kenneally/10975460,Kristina Keneally says out-of-pocket costs to visit a GP have gone up 25 per cent under the Coalition Government. Is she correct?,"A tweet by Labor Senator Kristina Keneally claims that, under the Morrison government, out-of-pocket costs to visit a GP are up by 25 per cent and out-of-pocket costs to visit a specialist are up by 40 per cent due to the Medicare freeze.",Kristina Keneally,More to the story,Labor,Health,"Medicare, bulk billing","8 Apr 2019, 6:35am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-08 06:35:00,0
421,10980718.0,http://www.abc.net.au/news/2019-04-09/fact-check-greg-hunt-health-costs-half-baked/10980718,Health Minister Greg Hunt said the bulk-billing rate is up and fewer patients have costs when they see a GP. Is he correct?,"Federal Health Minister Greg Hunt claims that GP bulk-billing rates have risen nearly four percentage points, up from 82.2 per cent under Labor to a record 86.1 per cent under the Coalition Government.",Greg Hunt,Half Baked,Liberal,Health,"Medicare, bulk billing","9 Apr 2019, 6:32am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-09 06:32:00,0
422,10936652.0,http://www.abc.net.au/news/2019-04-11/fact-check-coalition-emissions-reduction-angus-taylor/10936652,Energy Minister Angus Taylor said greenhouse gas emissions have turned around by 1.1 billion tonnes under the Coalition. Is he correct?,"Energy Minister Angus Taylor claims that when the Coalition came to power, it inherited a 755 million tonne emissions ""deficit"" against Australia's second Kyoto target because Labor ""hadn't done the hard work"".",Angus Taylor,Misleading,Liberal,Environment,"Emissions, Energy, Renewables","11 Apr 2019, 6:28am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-11 06:28:00,0
423,11020106.0,https://www.abc.net.au/news/2019-04-16/fact-check-analysis-emissions-morrison-taylor/11020106,Analysis: Why the Coalition is misleading on meeting Australia's Kyoto 2020 carbon emissions target,"The Morrison Government has long claimed Australia is on track to meet its international greenhouse gas emissions targets ""in a canter"". The key to assessing this claim involves understanding how the Department of Environment and Energy has calculated the emissions cuts needed.",,,Liberal,Environment,"Emissions, Energy, Renewables","16 Apr 2019, 3:25pm",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-16 15:25:00,0
424,10983688.0,https://www.abc.net.au/news/2019-04-17/fact-check-actu-sally-mcmanus-insecure-work/10983688,The ACTU's Sally McManus said Australia has the highest rate of temporary work in the OECD. Is she correct?,"As wages growth and job insecurity loom large in the 2019 election campaign, Secretary of the Australian Council of Trade Unions Sally McManus claims that Australia is at risk of morphing into an ""Americanised economy"" of low wages and poor job security.",Unions Sally McManus,Not clear cut,Union,Employment,"Temporary work, OECD","17 Apr 2019, 9:11am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-17 09:11:00,0
425,10979770.0,https://www.abc.net.au/news/2019-04-18/fact-check-can-algorithms-screen-out-hate-content-social-media/10979770,Scott Morrison said hate content on social media could be automatically screened out by algorithms. Is he correct?,"The Federal Government has put social media companies on notice after the Christchurch massacre for failing to prevent the shooter's actions being broadcast and promoted online. But can algorithms automatically block hate content, as the Prime Minister claims?",Scott Morrison,Wishful thinking,Liberal,Social Media,"Algoriths, Facebook, Terrorism","18 Apr 2019, 6:19am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-18 06:19:00,0
426,11029284.0,https://www.abc.net.au/news/2019-04-24/fact-check-bradfield-scheme-barnaby-joyce-drought/11029284,Barnaby Joyce said building the Bradfield Scheme to redirect water is the one thing Australia can do to reduce the effects of drought. Is he correct?,"Former Nationals leader Barnaby Joyce says ""the one thing we can do"" to reduce the effects of drought is introduce the Bradfield Scheme, an ambitious plan from the 1930s aimed at diverting floodwaters from the north of the country inland.",Barnaby Joyce,Pie in the Sky,National_Party,Environment,"Water Security, Irrigation, Drought, Elections","24 Apr 2019, 7:11am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-24 07:11:00,0
427,11003182.0,https://www.abc.net.au/news/2019-04-26/fact-check-did-labor-oppose-the-government-gun-reforms/11003182,Fact Check: Did Labor oppose the Government's attempts to strengthen Australia's gun laws?,"Attorney-General Christian Porter claims that the Government has twice tried to pass increased penalties and mandatory minimum penalties for gun traffickers, but they were opposed by Labor.",Christian Porter,Yes and No,Liberal,Social Issues,"Gun laws, Minimum sentences","26 Apr 2019, 9:53am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-26 09:53:00,0
428,11049364.0,https://www.abc.net.au/news/2019-04-29/fact-check-apprenticeships-drop-claim-bill-shorten/11049364,Labor leader Bill Shorten says the number of apprenticeships has slumped since the Coalition took office. Is he correct?,"Opposition Leader Bill Shorten says the Government is to blame for a drop in the number of apprenticeships, claiming there were 420,000 before the Coalition came to power but that now, in 2019, there are fewer than 280,000.",Bill Shorten,Misleading,Liberal,Employment,"Apprenticeships, Traineeships, Elections","29 Apr 2019, 7:13am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-29 07:13:00,0
429,11056388.0,https://www.abc.net.au/news/2019-04-29/fact-check-perth-leaders-debate/11056388,Analysis: Fact checking key claims of the 2019 federal election leaders' debate,"In leaders' debates held in the run up to federal elections, is the more persuasive leader also the more accurate? RMIT ABC Fact Check looked at some of the key claims made during the first leaders' debate of the 2019 federal election.",,,Multiple Parties,Economy,"Leaders' debate, Elections","29 Apr 2019, 11:02pm",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-04-29 23:02:00,3
430,11055074.0,https://www.abc.net.au/news/2019-05-01/fact-check-morrison-police-investment-properties/11055074,Scott Morrison says police officers who own an investment property have just one. Is he correct?,"Scott Morrison has lambasted Labor's proposed changes to negative gearing and capital gains tax, using police officers as an example of those who may be affected. ""I do know that one in five police officers have an investment property,"" the Prime Minister said.",Scott Morrison,Fair call,Liberal,Housing,"Negative gearing, Capital gains, Investment properties, Economy","1 May 2019, 8:54am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-05-01 08:54:00,0
