, ,url,title,summary,claimant,verdict,party,topic,sub category,date_published,creator,publisher,license_type,copyright,verdict_simplified,date,number_articles_newsbank
117,5356650.0,https://www.abc.net.au/news/5356650,Bill Shorten on WA education cuts: Doesn't check out,Opposition Leader Bill Shorten says Tony Abbott and Christopher Pyne are to blame for WA's Barnett Government cutting $183 million claims education and axing 360 teachers and 350 teachers' aides and support staff. ,Bill Shorten,Doesn't check out,Labor,Education,"Budget, WA",Fri Apr 04 12:40:23 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-04-04 12:40:23,1
118,5359694.0,https://www.abc.net.au/news/5359694,"Global competitiveness, government regulation and productivity growth: Where does Australia rank?","Prime Minister Tony Abbott claims Australia is ranked 21st in global competitiveness, 128th when it comes to burden of government regulation and second last in productivity growth. ",Tony Abbott,Questionable,Liberal,Economy,,Wed Apr 09 13:48:27 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-04-09 13:48:27,2
119,5361954.0,https://www.abc.net.au/news/5361954,Fact check: how does Japan compare with other whaling nations?,"Japan claims almost 10 countries, including the US, Canada, Norway, Iceland, Denmark and Russia engage in whaling. ",Nori Shitaka,Spin,Foreign leader,Environment,"International politics, whaling",Tue Apr 08 17:20:04 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-04-08 17:20:04,0
120,5371446.0,https://www.abc.net.au/news/5371446,Single-decker v double-decker trains: Barry O'Farrell's claim doubtful,NSW Premier Barry O'Farrell claims single-decker trains can carry more passengers per hour overall than double-decker trains because people can move on and off more quickly.,Barry O'Farrell,Doubtful,Liberal,Infrastructure,Trains,Fri Apr 11 18:39:19 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-04-11 18:39:19,0
121,5375302.0,https://www.abc.net.au/news/5375302,Attorney-General George Brandis ill-informed on people's 'right to be bigots',Attorney-General George Brandis claims people have a right to be bigots and to say things that other people find offensive.,George Brandis,Ill-informed,Liberal,Social issues,Racism,Wed Apr 30 06:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-04-30 06:00:00,1
122,5378960.0,https://www.abc.net.au/news/5378960,Is it a crime to offend someone under the Racial Discrimination Act?,"Alan Tudge, Parliamentary Secretary to the Prime Minister, claims that under the Racial Discrimination Act, offensive language can be considered a crime. ",Alan Tudge,Incorrect,Liberal,Social issues,"Racism, 18C",Wed Apr 30 12:32:58 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-04-30 12:32:58,1
123,5390958.0,https://www.abc.net.au/news/5390958,Does Australia make it hard for Chinese tourists to apply for a visa?,"James Packer claims Australia does not accept online visa applications from China, and that Chinese people have to apply in English. ",James Packer,Correct,Industry,Immigration,"Tourism, visa",Thu Apr 17 13:33:09 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-04-17 13:33:09,1
124,5420474.0,https://www.abc.net.au/news/5420474,"
Does Australia have a revenue problem, as ACOSS chief executive Cassandra Goldie claims?",ACOSS chief executive Cassandra Goldie claims Australia is one of the lowest taxing countries in the OECD.,Cassandra Goldie,Arguable,Industry,Economy,Tax,Thu May 08 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-05-08 07:00:00,0
125,5420808.0,https://www.abc.net.au/news/5420808,Will one in three Australian babies live to 100 as Treasurer Joe Hockey says?,"Treasurer Joe Hockey is arguing for an increase in Australia's pension age to 70, saying one in three babies born today is likely to live to 100.",Joe Hockey,Informed Guess,Liberal,Health,Life expectancy,Thu May 22 11:05:01 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-05-22 11:05:01,0
126,5421798.0,https://www.abc.net.au/news/5421798,Is the evidence on GP co-payments as bad as Labor says?,Acording to opposition health spokeswomen Catherine King the introduction of co-payments results in people avoiding seeing a doctor when they are sick and then ending up in emergency departments.,Catherine king,Overreach,Labor,Health,Medicare,Wed May 07 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-05-07 07:00:00,0
127,5423392.0,https://www.abc.net.au/news/5423392,Has the Government doubled the budget deficit?,"Treasurer Joe Hockey is the ""Masterchef of cooking the books"" according to his Opposition counterpart Chris Bowen, who has repeatedly accused the Coalition of using ""voodoo economics"" to create a sense of crisis to justify dramatic spending cuts in the budget.",Chris Bowen,Checks Out,Labor,Budget(s),Deficit,Tue May 06 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-05-06 07:00:00,100
128,5424468.0,https://www.abc.net.au/news/5424468,"Are only 2pc of incomes over $100,000 earned by women under 50?","Prime Minister Tony Abbott claims only 2 per cent of incomes over $100,000 are earned by women under 50. The actual figure is considerably higher.",Tony Abbott,Gaffee,Liberal,Social issues,Paid parental leave,Fri May 09 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-05-09 07:00:00,0
129,5430672.0,https://www.abc.net.au/news/5430672,Fact check: Chris Bowen scaremongering on return of old-style commissions for financial advisers,Commentary around the Federal Government's proposed changes to financial advice laws suggests the financial planning and advice industry is about to return to the bad old days when retirees lost their life savings in dodgy investments that paid big commissions to their advisers. ,Chris Bowen,Scaremongering,Labor,Economy,,Mon Jun 02 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-06-02 07:00:00,0
130,5433926.0,https://www.abc.net.au/news/5433926,"Jenny Macklin's attack on Abbott's age pension, parental leave plans unfounded ","Opposition spokeswoman for families and payments Jenny Macklin https://www.abc.net.au/news/5421798 the Government wants to cut the conditions for age pensioners while paying wealthy women $50,000 to have a baby. ",Jenny Macklin,Unfounded,Labor,Budget(s),"Age pension, paid parental leave",Mon May 12 08:59:23 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-05-12 08:59:23,0
131,5436706.0,https://www.abc.net.au/news/5436706,Commission of Audit chairman Tony Shepherd incorrect on doctor visits,"The National Commission of Audit chairman Tony Shepherd claims that on average, Australians visit a doctor more than 11 times a year when they don't need to, and that a $15 co-payment for each visit would give them ""cause for thought.""",Tony Shepherd,Incorrect,Liberal,Health,,Tue May 13 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-05-13 07:00:00,10
132,5446002.0,https://www.abc.net.au/news/5446002,Is Cambodia engulfed in a human rights crisis?,"Immigration Minister Scott Morrison wants refugees on Nauru sent to Cambodia, but Human rights lawyer David Manne claims independent evidence shows Cambodia is in no position to resettle refugees.",David Manne,Checks Out,Industry,Immigration,Human Rights,Mon May 26 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-05-26 07:00:00,0
133,5446462.0,https://www.abc.net.au/news/5446462,Christopher Pyne's claim that graduates earn more is overblown,"Education Minister Christopher Pyne claims university students have a less than 1 per cent unemployment rate and, over a lifetime, earn 75 per cent more than those who don't go to university.",Christopher Pyne,Overblown,Liberal,Education,University,Thu May 29 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-05-29 07:00:00,0
134,5452698.0,https://www.abc.net.au/news/5452698,Foreign aid cuts make up one fifth of budget savings,"World Vision Australia chief executive Tim Costello claims foreign aid cuts make up 20 per cent of the budget savings, while aid expenditure is only 1.3 per cent of the total budget.",Tim Costello,Checks Out,Industry,Foreign relation,Foreign aid,Tue May 20 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-05-20 07:00:00,3
135,5454810.0,https://www.abc.net.au/news/5454810,Will Australia's new medical research fund be the biggest in the world?,"Treasurer Joe Hockey claims within six years Australia will have ""the biggest medical research endowment fund in the world"".",Joe Hockey,Overblown,Liberal,Health,Medical research,Wed May 21 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-05-21 07:00:00,0
136,5457202.0,https://www.abc.net.au/news/5457202,Fact check: Will Abbott's fuel excise hike cost families 40c a week?,Prime Minister Tony Abbott claims the reintroduction of fuel excise indexation will cost the average family 40 cents a week in the first year.,Tony Abbott,Close to the mark,Liberal,Economy,Energy,Wed Jun 04 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-06-04 07:00:00,0
137,5464602.0,https://www.abc.net.au/news/5464602,Is the Government's plan to charge interest on existing student loans a broken contract?,Greens Higher Education spokeswoman Lee Rhiannon claims the Government's plan to charge interest of up to 6 per cent on student debts amounts to a broken contract.,Lee Rhiannon,Debatable,Greens,Education,,Tue May 27 12:11:45 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-05-27 12:11:45,1
138,5478480.0,https://www.abc.net.au/news/5478480,Fact check: Is the Government paying $1 billion a month in interest on its debt?,Treasurer Joe Hockey claims the Government is paying one billion dollars every month in interest on the debt that Labor left. ,Joe Hockey,Exaggerated,Liberal,Budget(s),Debt,Thu Jun 12 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-06-12 07:00:00,0
139,5486988.0,https://www.abc.net.au/news/5486988,Fact check: Has public hospital funding been cut by $50 billion?,"Opposition spokeswoman for health Catherine King claims the budget cuts a ""whopping"" $50 billion from Australia's public hospitals.",Catherine king,Conjencture,Labor,Health,Budget,Mon Jun 23 12:57:55 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-06-23 12:57:55,6
140,5543330.0,https://www.abc.net.au/news/5543330,Fact check: Is the Abbott Government cutting $30 billion from school funding?,Opposition education spokeswoman Kate Ellis claims Tony Abbott and Christopher Pyne have announced $30 billion in cuts to Australian schools. ,Kate Ellis,Rubbery Figures,Labor,Education,,Wed Jul 02 14:46:43 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-07-02 14:46:43,0
141,5554748.0,https://www.abc.net.au/news/5554748,Fact check: Tony Abbott overstating household savings from axing the carbon tax,Prime Minister Tony Abbott claims every Australian household will benefit by $550 a year if the carbon tax is axed. ,Tony Abbott,Overstated,Liberal,Economy,Carbon Tax,Fri Jun 27 14:31:11 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-06-27 14:31:11,0
142,5559288.0,https://www.abc.net.au/news/5559288,"Fact check: Does ANZUS commit the US to come to Australia's aid, as Foreign Minister Julie Bishop claims?",Foreign Minister Julie Bishop claims at the heart of the ANZUS treaty is a commitment for signatories to come to one another's aid in the worst of times. ,Julie Bishop,Ambiguous,Liberal,Foreign relation,Foreign Policy,Tue Jul 08 14:30:57 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-07-08 14:30:57,0
143,5559430.0,https://www.abc.net.au/news/5559430,Fact check: Tony Abbott's claim carbon schemes being discarded doesn't check out,"Prime Minister Tony Abbott claims emissions trading schemes are being discarded around the world, not adopted.",Tony Abbott,Doesn't check out,Liberal,Environment,"Carbon pricing, tax",Wed Jul 09 10:05:54 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-07-09 10:05:54,0
144,5562470.0,https://www.abc.net.au/news/5562470,Fact check: Does the federal budget cut $80 billion from hospitals and schools?,Opposition Leader Bill Shorten claims the budget conceals an $80 billion cut to hospitals and schools. Prime Minister Tony Abbott disagrees.,"Opposition, Coalition",Hot Air,Multiple Parties,Budget(s),"Schools, hospitals",Thu Jul 03 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-07-03 07:00:00,0
145,5581884.0,https://www.abc.net.au/news/5581884,Fact check: Is the disability support pension a 'set and forget' payment?,Social Services Minister Kevin Andrews claims the disability support pension is a 'set and forget' payment irrespective of their long-term ability to work.,Kevin Andrews,More to the story,Liberal,Social Issues,disability support pension,Tue Aug 05 11:46:05 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-08-05 11:46:05,0
146,5587040.0,https://www.abc.net.au/news/5587040,Fact check: Can clean coal technology halve emissions within 5 years?,Environment Minister Greg Hunt claims technology which will be available over the next three to five years will reduce emissions from coal-fired power stations by up to 30 to 50 per cent.,Greg Hunt,Highly Ambitious,Liberal,Environment,"Energy, emissions",Wed Nov 12 10:06:13 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-11-12 10:06:13,0
147,5604656.0,https://www.abc.net.au/news/5604656,Fact check: Rupert Murdoch misleading on North and South Poles,"Media magnate Rupert Murdoch claims the North Pole is melting ""a bit, but the South Pole is getting bigger"".",Rupert Murdoch,Misleading,Industry,Environment,Climate change,Tue Aug 12 11:55:43 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-08-12 11:55:43,0
148,5636298.0,https://www.abc.net.au/news/5636298,Fact check: Too soon to know if e-cigarettes help people quit smoking,The evidence does not support the idea that e-cigarettes help people stop smoking. ,Dr Tarun Weeramanthri,Too soon to know,Industry,Health,"Smoking, tobacco, e-cigarettes",Sun Aug 03 18:34:20 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-08-03 18:34:20,1
149,5649858.0,https://www.abc.net.au/news/5649858,Fact check: Are 75pc of Australia's living species largely unknown?,An estimated 75 per cent of Australia's biodiversity is largely unknown.,Jo Harding,Checks Out,Industry,Environment,Species,Sun Sep 07 08:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-09-07 08:00:00,0
150,5671168.0,https://www.abc.net.au/news/5671168,"Fact check: Joe Hockey's 'poor people' don't have cars, don't drive far claim, misleading",Treasurer Joe Hockey claims higher income people pay the most fuel tax because poor people don't own cars or don't drive very far.,Joe Hockey,Misleading,Liberal,Social Issues,Vehicles,Fri Aug 15 19:06:29 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-08-15 19:06:29,0
151,5680282.0,https://www.abc.net.au/news/5680282,Fact check: Will Australia ever be the 'food bowl of Asia'?,Agriculture Minister Barnaby Joyce tempers expectations that Australia can become the 'food bowl of Asia'.,Barnaby Joyce,Justified,National_Party,Infrastructure,"Agriculture, Asia",Sun Aug 31 17:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-08-31 17:00:00,0
152,5681688.0,https://www.abc.net.au/news/5681688,Fact check: Palmer United Party Senator Jacqui Lambie incorrect on defence spending,Is Australia's defence spending as a ratio of GDP the lowest it has been since pre-World War II?,Jacqui Lambie,Incorrect,Independent,Defence,"Palmer United Party, Defence",Mon Aug 25 06:30:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-08-25 06:30:00,0
153,5684750.0,https://www.abc.net.au/news/5684750,Fact check: Labor blocking $5 billion of its own savings measures,Finance Minister Mathias Cormann claims Labor is opposing $5 billion in savings that it initiated when it was in government.,Mathias Cormann,Correct,Liberal,Budget(s),,Thu Aug 28 13:18:16 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-08-28 13:18:16,27
154,5703522.0,https://www.abc.net.au/news/5703522,Fact check: Will Australian universities 'slide into mediocrity' without reform?,Education Minister Christopher Pyne claims that without deregulation Australia's universities will slide into mediocrity and be overtaken by Asian competitors.,Christopher Pyne,Far-fetched,Liberal,Education,,Sun Sep 21 14:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-09-21 14:00:00,0
155,5710696.0,https://www.abc.net.au/news/5710696,Fact check: Who has a say in sending Australian troops to war?,Foreign Minister Julie Bishop claims the government of the day has the ultimate responsibility for making decisions involving Australia's military.,Julie Bishop,Correct,Liberal,Defence,Defence,Mon Sep 08 06:49:11 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-09-08 06:49:11,7
156,5712770.0,https://www.abc.net.au/news/5712770,"Fact check: Do young, childless women earn more than men?",American academic and commentator Kay Hymowitz claims childless women in their twenties in the US earn more than men.,Kay Hymowitz,Cherrypicking,Industry,Gender,Employment,Wed Sep 10 13:19:52 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-09-10 13:19:52,0
157,5715698.0,https://www.abc.net.au/news/5715698,Fact check: Tony Abbott incorrect on impact of superannuation changes on workers,Prime Minister Tony Abbott claims delaying a mandated increase to compulsory superannuation contributions will not leave employees worse off.,Tony Abbott,Incorrect,Liberal,Social Issues,Superannuation,Fri Sep 12 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-09-12 07:00:00,0
158,5721968.0,https://www.abc.net.au/news/5721968,Fact check: Will 50pc of Australians die before they can access their superannuation?,"Palmer United Party leader Clive Palmer claims it is a ""statistical fact"" that more than 50 per cent of Australians will be dead by the time they get access to their super.",Clive Palmer,Wrong,Independent,Social Issues,"Palmer United Party, superannutation",Tue Sep 09 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-09-09 07:00:00,0
159,5730052.0,https://www.abc.net.au/news/5730052,"Fact check: Have 100,000 new jobs been created this year? ","Prime Minister Tony Abbott claims more than 100,000 new jobs were created in his first year in office.",Tony Abbott,Checks Out,Liberal,Employment,,Fri Sep 19 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-09-19 07:00:00,100
160,5734256.0,https://www.abc.net.au/news/5734256,Fact check: Health Minister Peter Dutton's dementia facts flawed,"Health Minister Peter Dutton claims the number of people diagnosed with dementia will soar to 7,500 a week ""in a number of years"" from 170 per week today.",Peter Dutton,Flawed,Liberal,Health,Dementia,Sat Sep 13 14:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-09-13 14:00:00,0
161,5736514.0,https://www.abc.net.au/news/5736514,Fact check: Tony Abbott exaggerating India's 'absolutely impeccable record' on nuclear non-proliferation,"As the government formalises an agreement to sell uranium to India, over-turning a decades-old ban, Prime Minister Tony Abbott claims the Asian nation has an ""absolutely impeccable record"" on nuclear non-proliferation.",Tony Abbott,Exaggeration,Liberal,Foreign relation,"Defence, India, nuclear",Wed Sep 24 07:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-09-24 07:00:00,0
162,5772316.0,https://www.abc.net.au/news/5772316,"It's war, not 'a mission': Abbott incorrect on Iraq action","Prime Minister Tony Abbott claims Australian use of air strikes and Australian special forces to fight Islamic state militants in Iraq amounts to ""a mission"" rather than ""a war"".",Tony Abbott,Incorrect,Liberal,Defence,"Defence, Iraq",Fri Oct 03 10:30:08 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-10-03 10:30:08,0
163,5776504.0,https://www.abc.net.au/news/5776504,Fact check: Journalists face 10 years' jail for exposing security agency bungles,Labor frontbencher Anthony Albanese claims the Government's new terror laws mean members of the media face potential penalties of five to 10 years' jail for exposing what might be an error made by security agencies.,Anthony Albanese,Checks Out,Labor,National Security,"National Security, journalist, legislation",Tue Oct 14 10:36:35 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-10-14 10:36:35,0
164,5789134.0,https://www.abc.net.au/news/5789134,"Fact check: Science, research and innovation spending cut to 'historic low'","Greens deputy leader Adam Bandt claims the Federal Government has cut spending on science, research and innovation to a ""historic low"".",Adam Bandt,Checks Out,Greens,Education,Technology,Tue Oct 07 13:22:08 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-10-07 13:22:08,1
165,5805450.0,https://www.abc.net.au/news/5805450,Fact check: Does a farmer die by suicide every four days in Australia as Bob Katter says?,Federal MPmBob Katter claims a farmer commits suicide every four days in Australia.,Bob Katter,Outdated,Independent,Environment,Mental health,Thu Oct 16 14:22:59 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-10-16 14:22:59,0
166,5809964.0,https://www.abc.net.au/news/5809964,Fact check: Was Hong Kong ever promised democracy?,"Martin Lee, a lawyer who helped draft Hong Kong's constitution, claims the people of Hong Kong were promised democracy. ",Martin Lee,Overstated,Industry,Foreign relation,International Politics,Tue Dec 16 11:34:16 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-12-16 11:34:16,0
167,5826522.0,https://www.abc.net.au/news/5826522,Fact check: Health Minister Peter Dutton misleading on Red Cross Ebola funding,Health Minister Peter Dutton claims the Federal Government provided $18 million to non-government organisations such as the Red Cross to fight Ebola in Africa. ,Peter Dutton,Misleading,Liberal,Foreign relation,"International Politics, Ebola",Wed Oct 22 16:51:30 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-10-22 16:51:30,0
168,5836426.0,https://www.abc.net.au/news/5836426,Fact check: Is workplace discrimination against older people costing $10 billion a year?,Age Discrimination Commissioner Susan Ryan claims Australia is losing about $10 billion a year by failing to employ more people over the age of 55.,Susan Ryan,Unsound,Independent,Employment,Discrimination,Mon Nov 24 09:37:13 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-11-24 09:37:13,0
169,5844998.0,https://www.abc.net.au/news/5844998,Fact check: Are de facto relationships more unstable than marriages?,Social Services Minister Kevin Andrews claims data shows that de facto relationships have a higher incidence of break-up than marriages. ,Kevin Andrews,Checks Out,Liberal,Social Issues,Marriages,Thu Oct 30 09:13:38 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-10-30 09:13:38,0
170,5853334.0,https://www.abc.net.au/news/5853334,Fact File: Backing the Melbourne Cup favourite: Are the odds in your favour?,How often does the favourite actually win? And would you be ahead or behind if you bet on the favourite every year?,,,,Sports,Melbourne Cup,Mon Nov 03 12:36:16 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2014-11-03 12:36:16,0
171,5853830.0,https://www.abc.net.au/news/5853830,Fact check: How much will the fuel tax hike leave you out of pocket?,The Abbott government claims an increase in the fuel excise will cost households an extra 40 cents a week. But the Australian Automobile Association says the Government is being disengenuous because the average motorist will actually pay about $140 extra a year.,Andrew McKellar,Exaggerated,Industry,Economy,"Petrol, fuel",Mon Nov 10 08:00:00 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-11-10 08:00:00,1
172,5858282.0,https://www.abc.net.au/news/5858282,Fact check: Are feral cats killing over 20 billion native animals a year?,"Environment Minister Greg Hunt claims up to 20 million feral cats are each killing four native Australian animals a night, destroying over 20 billion animals a year. ",Greg Hunt,Unverifiable,Liberal,Environment,Native animals,Thu Nov 13 13:45:37 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-11-13 13:45:37,1
173,5881784.0,https://www.abc.net.au/news/5881784,Fact check: Are Victorians waiting longer than ever for ambulances to arrive?,"Victorian Opposition Leader Daniel Andrews claims ambulance service has never been worse, with response times longer than ever before.",Daniel Andrews,Overreach,Liberal,Health,Ambulance,Mon Nov 24 17:20:45 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-11-24 17:20:45,0
174,5889002.0,https://www.abc.net.au/news/5889002,Fact check: Did Joh Bjelke-Petersen instigate the Fitzgerald inquiry?,Barnaby Joyce claims Sir Joh Bjelke-Petersen brought about the Fitzgerald inquiry.,Barnaby Joyce,Unfounded,National_Party,Politics,"Police Corruption, history",Thu Nov 20 11:22:50 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2014-11-20 11:22:50,0
175,5891034.0,https://www.abc.net.au/news/5891034,Fact check: Hockey overstates the power of congress to block Obama's emissions pledge,Treasurer Joe Hockey claims it will be difficult for US president Barack Obama to deliver on climate change pledges because he must first get past a hostile US congress. ,Joe Hockey,Overstated,Liberal,Environment,Emissions,Tue Nov 18 16:39:25 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-11-18 16:39:25,0
176,5896148.0,https://www.abc.net.au/news/5896148,"Fact check: Do Australia, US 'compare favourably' on emissions targets?",Environment Minister Greg Hunt claims Australia's emissions reduction efforts can be compared favourably to the United States.,Greg Hunt,Cherrypicking,Liberal,Environment,Emissions,Thu Dec 18 13:37:09 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-12-18 13:37:09,0
177,5906486.0,https://www.abc.net.au/news/5906486,Fact check: Does the gap between rich and poor affect a country's growth?,"Opposition foreign affairs spokeswoman Tanya Plibersek claims OECD data shows that the larger the difference between rich and poor countries, the less likely a nation's growth will be strong.",Tanya Plibersek,Overreach,Labor,Economy,Wage gap,Tue Dec 02 13:40:17 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-12-02 13:40:17,0
178,5906684.0,https://www.abc.net.au/news/5906684,Fact check: Has train punctuality improved under the Napthine Government?,"Victorian Premier Denis Napthine claims his Government has ""improved train punctuality"".",Denis Napthine,Checks Out,Liberal,Infrastructure,"Trains, public transport",Tue Nov 25 17:55:19 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2014-11-25 17:55:19,0
179,5951442.0,https://www.abc.net.au/news/5951442,Fact check: Has the Abbott Government 'dropped the ball' on unemployment?,"Opposition Leader Bill Shorten claims unemployment stood at 5.7 per cent when the Abbott government came to office in September 2013, but it rose to 6.2 per cent by December 2014.",Bill Shorten,More to the story,Labor,Employment,,Wed Dec 10 12:39:30 EST 2014,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2014-12-10 12:39:30,0
180,6009168.0,https://www.abc.net.au/news/6009168,Fact check: Campbell Newman exaggerating crime statistics ahead of Qld poll,"Queensland Premier Campbell Newman claims Queensland crime rates have ""gone down very very significantly"" because of Liberal policy.",Campbell Newman,Exaggerated,Liberal,Law and Order,Crime,Tue Jan 27 19:03:15 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-01-27 19:03:15,0
