step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
400,2237696,12800,0.011497545509735587,0.90625,0.90625,,,,,
401,2243872,12832,0.012077712316921474,0.84375,0.84375,0.01331404357350672,0.90625,0.90625,,
402,2250816,12864,0.01282524343571331,0.59375,0.59375,,,,,
403,2256992,12896,0.014685563289923828,0.75,0.75,,,,,
404,2263424,12928,0.012163809353414556,0.78125,0.78125,,,,,
405,2269856,12960,0.012334382991745824,0.65625,0.65625,,,,,
406,2275264,12992,0.01495479182513671,0.875,0.875,,,,,
407,2279392,13024,0.016599513316273552,0.84375,0.84375,,,,,
408,2284800,13056,0.012849257544217433,0.84375,0.84375,,,,,
409,2288672,13088,0.017746220543523542,0.875,0.875,0.011794565378850118,0.9375,0.9375,,
410,2295360,13120,0.01238358689219484,0.78125,0.78125,,,,,
411,2300512,13152,0.014489320774167641,0.84375,0.84375,,,,,
412,2306176,13184,0.016766091080871015,0.78125,0.78125,,,,,
413,2311328,13216,0.012341231379744189,0.90625,0.90625,,,,,
414,2317760,13248,0.012187945478839161,0.875,0.875,,,,,
415,2323936,13280,0.014867636316485265,0.75,0.75,,,,,
416,2329600,13312,0.011925658180865715,0.78125,0.78125,,,,,
417,2335264,13344,0.013526751524190405,0.78125,0.78125,0.015621086448344777,0.78125,0.78125,,
418,2341952,13376,0.009702860257164957,0.96875,0.96875,,,,,
419,2345568,13408,0.017601428768174592,0.875,0.875,,,,,
420,2350976,13440,0.012722937621879675,0.9375,0.9375,,,,,
421,2357408,13472,0.009660204607972846,0.90625,0.90625,,,,,
422,2362560,13504,0.01136929090345368,0.9375,0.9375,,,,,
423,2367712,13536,0.011191306302019966,0.90625,0.90625,,,,,
424,2375168,13568,0.008946527237792374,0.84375,0.84375,,,,,
425,2381344,13600,0.012759626162506558,0.875,0.875,0.015024242389049048,0.84375,0.84375,,
426,2386496,13632,0.015268161846841091,0.8125,0.8125,,,,,
427,2390880,13664,0.01593012245298314,0.84375,0.84375,,,,,
428,2397312,13696,0.015429721079267694,0.75,0.75,,,,,
429,2404512,13728,0.013979645852070266,0.625,0.625,,,,,
430,2408384,13760,0.020726678417920984,0.71875,0.71875,,,,,
431,2414816,13792,0.013972388844991546,0.8125,0.8125,,,,,
432,2420224,13824,0.012125253849516314,0.875,0.875,,,,,
433,2426144,13856,0.015361998668581272,0.6875,0.6875,0.011951230349818757,0.8125,0.8125,,
434,2432832,13888,0.009798465318569776,0.90625,0.90625,,,,,
435,2438240,13920,0.014167628421431214,0.8125,0.8125,,,,,
436,2443136,13952,0.014703106298447557,0.78125,0.78125,,,,,
437,2448800,13984,0.013009835408531643,0.875,0.875,,,,,
438,2452672,14016,0.015492608588159384,0.8125,0.8125,,,,,
439,2457568,14048,0.015338405055001794,0.90625,0.90625,,,,,
440,2462208,14080,0.012831329555185397,0.875,0.875,,,,,
441,2468128,14112,0.013352495541897288,0.78125,0.78125,0.015041178425352127,0.6875,0.6875,,
442,2472512,14144,0.01744665298248542,0.75,0.75,,,,,
443,2478176,14176,0.016225515119758088,0.84375,0.84375,,,,,
444,2483072,14208,0.016298713051374508,0.78125,0.78125,,,,,
445,2488992,14240,0.013899051687610015,0.65625,0.65625,,,,,
446,2495168,14272,0.015509320500459856,0.8125,0.8125,,,,,
447,2501344,14304,0.013965650531566147,0.6875,0.6875,,,,,
448,2505728,14336,0.016446851482614544,0.78125,0.78125,,,,,
449,2511648,14368,0.01405220362739253,0.84375,0.84375,0.01303070530911961,0.8125,0.8125,,
450,2517824,14400,0.012718241177933567,0.84375,0.84375,,,,,
451,2523488,14432,0.012919440211820947,0.8125,0.8125,,,,,
452,2529152,14464,0.011041046714568332,0.9375,0.9375,,,,,
453,2535584,14496,0.012284308234954737,0.875,0.875,,,,,
454,2541504,14528,0.015238399598786033,0.71875,0.71875,,,,,
455,2546912,14560,0.012190046199114265,0.84375,0.84375,,,,,
456,2553088,14592,0.014442529460220477,0.78125,0.78125,,,,,
457,2558496,14624,0.015408840458846279,0.71875,0.71875,0.01614571881974437,0.84375,0.84375,,
458,2564672,14656,0.013474320729223978,0.78125,0.78125,,,,,
459,2569056,14688,0.014220976503326651,0.9375,0.9375,,,,,
460,2574976,14720,0.013628975482696605,0.84375,0.84375,,,,,
461,2581152,14752,0.01277488063976893,0.75,0.75,,,,,
462,2587328,14784,0.012641052795493735,0.78125,0.78125,,,,,
463,2592480,14816,0.013930170403166386,0.90625,0.90625,,,,,
464,2598144,14848,0.012403414508331285,0.875,0.875,,,,,
465,2603808,14880,0.01280416147948223,0.9375,0.9375,0.01027384844060222,0.875,0.875,,
466,2609216,14912,0.014180578241716488,0.90625,0.90625,,,,,
467,2614112,14944,0.016139506370926763,0.875,0.875,,,,,
468,2620544,14976,0.013919689680511903,0.71875,0.71875,,,,,
469,2626208,15008,0.011879455256656696,0.8125,0.8125,,,,,
470,2631360,15040,0.015721936888225894,0.8125,0.8125,,,,,
471,2637280,15072,0.011561421186027866,0.84375,0.84375,,,,,
472,2643200,15104,0.012656450424899069,0.75,0.75,,,,,
473,2648864,15136,0.010110116720841507,0.875,0.875,0.012030280468906654,0.75,0.75,,
474,2653504,15168,0.012615278296184097,0.90625,0.90625,,,,,
475,2660192,15200,0.013389776186110442,0.84375,0.84375,,,,,
476,2665856,15232,0.011281693898661788,0.9375,0.9375,,,,,
477,2671776,15264,0.012792298090577489,0.78125,0.78125,,,,,
478,2676928,15296,0.016335523247729432,0.71875,0.71875,,,,,
479,2681824,15328,0.01569984045301116,0.90625,0.90625,,,,,
480,2686976,15360,0.013382248927746403,0.8125,0.8125,,,,,
481,2692896,15392,0.013168733714815906,0.8125,0.8125,0.014170608086944451,0.875,0.875,,
482,2698816,15424,0.017037489370036768,0.6875,0.6875,,,,,
483,2704480,15456,0.012116855170296193,0.90625,0.90625,,,,,
484,2709120,15488,0.01580094698743219,0.8125,0.8125,,,,,
485,2715296,15520,0.01316267080051936,0.8125,0.8125,,,,,
486,2721472,15552,0.011687389913755475,0.8125,0.8125,,,,,
487,2726880,15584,0.01104379642677025,0.90625,0.90625,,,,,
488,2732032,15616,0.011911964165585721,0.875,0.875,,,,,
489,2736672,15648,0.01425531814167315,0.90625,0.90625,0.015244905716156384,0.9375,0.9375,,
490,2742592,15680,0.013163392885786584,0.84375,0.84375,,,,,
491,2748256,15712,0.018383810270857667,0.625,0.625,,,,,
492,2754944,15744,0.012548384535518896,0.65625,0.65625,,,,,
493,2759584,15776,0.014871320525542749,0.8125,0.8125,,,,,
494,2765504,15808,0.014261074813166949,0.78125,0.78125,,,,,
495,2771680,15840,0.014172766406200347,0.84375,0.84375,,,,,
496,2778112,15872,0.01147707025546329,0.875,0.875,,,,,
497,2783008,15904,0.015611930011198287,0.78125,0.78125,0.01295878747803332,0.8125,0.8125,,
498,2788672,15936,0.013571933072089504,0.78125,0.78125,,,,,
499,2794592,15968,0.012993727017266431,0.78125,0.78125,,,,,
500,2801280,16000,0.012291421149096513,0.78125,0.78125,,,,,
501,2806432,16032,0.012886627343490142,0.84375,0.84375,,,,,
502,2812608,16064,0.010307030929752397,0.9375,0.9375,,,,,
503,2818016,16096,0.010742388425205989,0.90625,0.90625,,,,,
504,2822656,16128,0.016791677197000268,0.8125,0.8125,,,,,
505,2828576,16160,0.012396134882502451,0.78125,0.78125,0.010797426674298477,0.90625,0.90625,,
506,2833728,16192,0.010667750256735654,0.875,0.875,,,,,
507,2838112,16224,0.016699505553504163,0.71875,0.71875,,,,,
508,2842240,16256,0.014207971467770976,0.9375,0.9375,,,,,
509,2846624,16288,0.015650480320662394,0.78125,0.78125,,,,,
510,2853056,16320,0.013629453055992091,0.75,0.75,,,,,
511,2859232,16352,0.011726371213497032,0.8125,0.8125,,,,,
512,2864896,16384,0.013932393488717758,0.8125,0.8125,,,,,
513,2871328,16416,0.01108815011676158,0.90625,0.90625,0.015881119979968064,0.875,0.875,,
514,2877248,16448,0.013462757478284891,0.875,0.875,,,,,
515,2882144,16480,0.014684345382231434,0.875,0.875,,,,,
516,2886528,16512,0.0133850697368745,0.90625,0.90625,,,,,
517,2892448,16544,0.01355028383954483,0.8125,0.8125,,,,,
518,2898880,16576,0.012872792987238615,0.78125,0.78125,,,,,
519,2904032,16608,0.015945318370672236,0.84375,0.84375,,,,,
520,2910208,16640,0.013147884546015204,0.9375,0.9375,,,,,
521,2916128,16672,0.013301679156798087,0.78125,0.78125,0.013365906564015501,0.9375,0.9375,,
522,2920768,16704,0.01772577461482008,0.8125,0.8125,,,,,
523,2927200,16736,0.010090967575495791,0.90625,0.90625,,,,,
524,2932608,16768,0.013401106357776445,0.84375,0.84375,,,,,
525,2938784,16800,0.010863786599417271,0.90625,0.90625,,,,,
526,2945472,16832,0.011954358601189981,0.84375,0.84375,,,,,
527,2956000,16864,0.0064457501339988356,0.90625,0.90625,,,,,
528,2961920,16896,0.014741305839359066,0.84375,0.84375,,,,,
529,2967840,16928,0.013635980021458115,0.8125,0.8125,0.01237368491366524,0.84375,0.84375,,
530,2974784,16960,0.010798241215290147,0.84375,0.84375,,,,,
531,2980960,16992,0.015331658422583596,0.6875,0.6875,,,,,
532,2986880,17024,0.014250726117132344,0.78125,0.78125,,,,,
533,2993568,17056,0.013608040317775063,0.75,0.75,,,,,
534,2998720,17088,0.013266339596077828,0.90625,0.90625,,,,,
535,3003104,17120,0.015212936476296767,0.90625,0.90625,,,,,
536,3008512,17152,0.014936382006859346,0.90625,0.90625,,,,,
537,3013408,17184,0.014154467724928533,0.78125,0.78125,0.013664307867736947,0.84375,0.84375,,
538,3018560,17216,0.014299032854606018,0.84375,0.84375,,,,,
539,3024224,17248,0.010238584849869059,0.9375,0.9375,,,,,
540,3029632,17280,0.016086368015889443,0.75,0.75,,,,,
541,3034528,17312,0.016474301425918127,0.71875,0.71875,,,,,
542,3040704,17344,0.012446649893469554,0.71875,0.71875,,,,,
543,3046368,17376,0.014544201416766893,0.75,0.75,,,,,
544,3051776,17408,0.014871357719785407,0.75,0.75,,,,,
545,3056672,17440,0.012677117584226811,0.90625,0.90625,0.011895481513823936,0.9375,0.9375,,
546,3061568,17472,0.011479064234648189,0.90625,0.90625,,,,,
547,3067744,17504,0.014101802868950799,0.75,0.75,,,,,
548,3075200,17536,0.00975209333056251,0.90625,0.90625,,,,,
549,3080864,17568,0.013978688551722374,0.84375,0.84375,,,,,
550,3087040,17600,0.01321041376022565,0.6875,0.6875,,,,,
551,3092960,17632,0.011719541307359409,0.8125,0.8125,,,,,
552,3097856,17664,0.013332485135042187,0.875,0.875,,,,,
553,3103776,17696,0.011993118207335155,0.84375,0.84375,0.01351359128259166,0.71875,0.71875,,
554,3108672,17728,0.01733936947290755,0.75,0.75,,,,,
555,3113568,17760,0.015572623826776395,0.84375,0.84375,,,,,
556,3118976,17792,0.012545006961926059,0.90625,0.90625,,,,,
557,3123360,17824,0.015763436644886584,0.84375,0.84375,,,,,
558,3127744,17856,0.012425750905923514,0.875,0.875,,,,,
559,3132896,17888,0.013604087758993525,0.8125,0.8125,,,,,
560,3139072,17920,0.011264560348408581,0.8125,0.8125,,,,,
561,3143200,17952,0.01753122186372621,0.78125,0.78125,0.009605047503890256,0.875,0.875,,
562,3148608,17984,0.014601482885858476,0.8125,0.8125,,,,,
563,3154784,18016,0.01250847831804374,0.875,0.875,,,,,
564,3160448,18048,0.014732293142555529,0.75,0.75,,,,,
565,3166112,18080,0.012045728968250404,0.875,0.875,,,,,
566,3172032,18112,0.01292075073096501,0.9375,0.9375,,,,,
567,3178720,18144,0.010344506252304474,0.875,0.875,,,,,
568,3184384,18176,0.012285118357676999,0.84375,0.84375,,,,,
569,3190560,18208,0.01059032179932824,0.90625,0.90625,0.01827413945710105,0.6875,0.6875,,
570,3195968,18240,0.016018421267241484,0.875,0.875,,,,,
571,3201888,18272,0.01336435276854305,0.875,0.875,,,,,
572,3207296,18304,0.01405592473546835,0.875,0.875,,,,,
573,3213216,18336,0.01387141779956125,0.8125,0.8125,,,,,
574,3218624,18368,0.01340970701137569,0.8125,0.8125,,,,,
575,3222496,18400,0.01375807044045358,0.875,0.875,,,,,
576,3228416,18432,0.014076522057825008,0.8125,0.8125,,,,,
577,3232288,18464,0.013910560442835158,0.84375,0.84375,0.01006054774335492,0.90625,0.90625,,
578,3237952,18496,0.012546364641373037,0.78125,0.78125,,,,,
579,3243360,18528,0.01220731505530666,0.8125,0.8125,,,,,
580,3249280,18560,0.011473722673318852,0.90625,0.90625,,,,,
581,3255968,18592,0.012123371498014124,0.75,0.75,,,,,
582,3261632,18624,0.011645764357910813,0.96875,0.96875,,,,,
583,3267808,18656,0.013148404473029696,0.90625,0.90625,,,,,
584,3272960,18688,0.014297509396445774,0.90625,0.90625,,,,,
585,3277088,18720,0.019299908898354375,0.8125,0.8125,0.014657321358531318,0.6875,0.6875,,
586,3283520,18752,0.011212729954470955,0.8125,0.8125,,,,,
587,3289696,18784,0.01327922258791663,0.8125,0.8125,,,,,
588,3295360,18816,0.010739020786837037,0.9375,0.9375,,,,,
589,3301024,18848,0.01232409820163089,0.875,0.875,,,,,
590,3306432,18880,0.014169345673802172,0.875,0.875,,,,,
591,3312096,18912,0.012365007015949168,0.8125,0.8125,,,,,
592,3317504,18944,0.01326648747727047,0.875,0.875,,,,,
593,3322912,18976,0.013847402150148912,0.8125,0.8125,0.012544331376846298,0.8125,0.8125,,
594,3328832,19008,0.012884709915194241,0.75,0.75,,,,,
595,3334752,19040,0.012719235311458953,0.71875,0.71875,,,,,
596,3341440,19072,0.01172517468086228,0.8125,0.8125,,,,,
597,3346336,19104,0.019204491418001183,0.78125,0.78125,,,,,
598,3351488,19136,0.012611834231189981,0.75,0.75,,,,,
599,3357920,19168,0.011924320190906588,0.8125,0.8125,,,,,
600,3363840,19200,0.012559952305472293,0.8125,0.8125,,,,,
601,3369760,19232,0.010578628006013847,0.9375,0.9375,0.01458892876434706,0.75,0.75,,
602,3374656,19264,0.013621253860345593,0.84375,0.84375,,,,,
603,3379808,19296,0.015527291629376414,0.84375,0.84375,,,,,
604,3385472,19328,0.012272358818213145,0.84375,0.84375,,,,,
605,3391904,19360,0.010544879322413492,0.8125,0.8125,,,,,
606,3397824,19392,0.012472272208801021,0.8125,0.8125,,,,,
607,3404768,19424,0.013357932728232992,0.8125,0.8125,,,,,
608,3411200,19456,0.011832716930215717,0.8125,0.8125,,,,,
609,3415840,19488,0.014266842109977394,0.875,0.875,0.012598416344496526,0.84375,0.84375,,
610,3420992,19520,0.0154156177992502,0.875,0.875,,,,,
611,3425376,19552,0.014189335355991735,0.90625,0.90625,,,,,
612,3431296,19584,0.010884962149490869,0.90625,0.90625,,,,,
613,3438240,19616,0.012412584938583689,0.8125,0.8125,,,,,
614,3444672,19648,0.012741618171168534,0.78125,0.78125,,,,,
615,3450848,19680,0.011687818493681938,0.84375,0.84375,,,,,
616,3455744,19712,0.016579570235327887,0.78125,0.78125,,,,,
617,3461920,19744,0.01192854311978137,0.75,0.75,0.018482171092124213,0.84375,0.84375,,
618,3468096,19776,0.011768058828040847,0.84375,0.84375,,,,,
619,3471712,19808,0.01651216772265097,0.875,0.875,,,,,
620,3477120,19840,0.014484374025126215,0.78125,0.78125,,,,,
621,3483808,19872,0.013130300234713104,0.84375,0.84375,,,,,
622,3488960,19904,0.016063086400546902,0.8125,0.8125,,,,,
623,3493856,19936,0.015140791531650788,0.8125,0.8125,,,,,
624,3501056,19968,0.011370471736591113,0.75,0.75,,,,,
625,3506720,20000,0.011387579777205802,0.8125,0.8125,0.010841503315082372,0.9375,0.9375,,
626,3513664,20032,0.010122491358687025,0.8125,0.8125,,,,,
627,3518304,20064,0.011569418267977862,0.9375,0.9375,,,,,
628,3523456,20096,0.017684072678884277,0.8125,0.8125,,,,,
629,3528352,20128,0.01220955015007778,0.90625,0.90625,,,,,
630,3533504,20160,0.012780015363762004,0.90625,0.90625,,,,,
631,3540448,20192,0.009926151903244407,0.78125,0.78125,,,,,
632,3545600,20224,0.014020832797240285,0.71875,0.71875,,,,,
633,3551264,20256,0.012877711086768114,0.96875,0.96875,0.01597032592394795,0.8125,0.8125,,
634,3557440,20288,0.011165547923047891,0.84375,0.84375,,,,,
635,3564640,20320,0.009251262731177443,0.84375,0.84375,,,,,
636,3569536,20352,0.016859802078092855,0.875,0.875,,,,,
637,3574944,20384,0.01030021251445421,0.875,0.875,,,,,
638,3580864,20416,0.013501182883558623,0.875,0.875,,,,,
639,3587296,20448,0.010113169503081457,0.90625,0.90625,,,,,
640,3593472,20480,0.011169280646716346,0.9375,0.9375,,,,,
641,3597088,20512,0.018215505937620367,0.78125,0.78125,0.011466157174190077,0.96875,0.96875,,
642,3602752,20544,0.014948595053134546,0.90625,0.90625,,,,,
643,3607904,20576,0.01089967554140928,0.96875,0.96875,,,,,
644,3613312,20608,0.013574720251515671,0.9375,0.9375,,,,,
645,3617952,20640,0.01495760947346541,0.84375,0.84375,,,,,
646,3623616,20672,0.010461529584893211,0.84375,0.84375,,,,,
647,3629024,20704,0.014525765982693142,0.90625,0.90625,,,,,
648,3633664,20736,0.015298812686744302,0.96875,0.96875,,,,,
649,3639584,20768,0.012763482496036377,0.8125,0.8125,0.012102756365783427,0.9375,0.9375,,
650,3644736,20800,0.01527856586315493,0.90625,0.90625,,,,,
651,3649888,20832,0.016367587158026338,0.78125,0.78125,,,,,
652,3656576,20864,0.012119461411272384,0.8125,0.8125,,,,,
653,3661728,20896,0.016796275740539757,0.84375,0.84375,,,,,
654,3665856,20928,0.015592508760670015,0.8125,0.8125,,,,,
655,3670496,20960,0.014247069648058731,0.90625,0.90625,,,,,
656,3676672,20992,0.01156673802201654,0.78125,0.78125,,,,,
657,3682336,21024,0.01139324654358727,0.90625,0.90625,0.01309737614306239,0.8125,0.8125,,
658,3686976,21056,0.015365100494303958,0.875,0.875,,,,,
659,3692640,21088,0.012095941842135775,0.75,0.75,,,,,
660,3698816,21120,0.012222451592503285,0.84375,0.84375,,,,,
661,3703712,21152,0.011455690688617095,1.0,1.0,,,,,
662,3710144,21184,0.012446055169636608,0.71875,0.71875,,,,,
663,3716576,21216,0.012581727647129752,0.8125,0.8125,,,,,
664,3722240,21248,0.017050957743196635,0.71875,0.71875,,,,,
665,3727648,21280,0.018395649395881966,0.71875,0.71875,0.014601451036774044,0.90625,0.90625,,
666,3733056,21312,0.013072401212421016,0.78125,0.78125,,,,,
667,3739744,21344,0.009760055610801762,0.90625,0.90625,,,,,
668,3745664,21376,0.013911384312131932,0.84375,0.84375,,,,,
669,3751584,21408,0.012494420122307394,0.8125,0.8125,,,,,
670,3756992,21440,0.009639540397432821,0.9375,0.9375,,,,,
671,3763936,21472,0.012316025956267816,0.84375,0.84375,,,,,
672,3769600,21504,0.01562724313227865,0.75,0.75,,,,,
673,3774752,21536,0.014727676578940738,0.78125,0.78125,0.011424708737034075,0.90625,0.90625,,
674,3779904,21568,0.014990179031431372,0.84375,0.84375,,,,,
675,3785568,21600,0.012006002878995642,0.9375,0.9375,,,,,
676,3792000,21632,0.012283125037359868,0.8125,0.8125,,,,,
677,3797920,21664,0.010726029723250232,0.9375,0.9375,,,,,
678,3803072,21696,0.013972916375944621,0.8125,0.8125,,,,,
679,3808992,21728,0.015180322597111382,0.71875,0.71875,,,,,
680,3814400,21760,0.01274193832663056,0.84375,0.84375,,,,,
681,3821088,21792,0.011612069080703828,0.78125,0.78125,0.011622582583869083,0.875,0.875,,
682,3827776,21824,0.010868211327379914,0.78125,0.78125,,,,,
683,3833440,21856,0.011005123629206894,0.90625,0.90625,,,,,
684,3839872,21888,0.0126017745753708,0.71875,0.71875,,,,,
685,3844256,21920,0.018247244297313638,0.78125,0.78125,,,,,
686,3849408,21952,0.01441805311364989,0.9375,0.9375,,,,,
687,3855072,21984,0.011833604446701557,0.875,0.875,,,,,
688,3860992,22016,0.014092350917385322,0.75,0.75,,,,,
689,3866400,22048,0.01209423702688867,0.84375,0.84375,0.011618965004984109,0.9375,0.9375,,
690,3871808,22080,0.014743099304115749,0.8125,0.8125,,,,,
691,3875936,22112,0.017592287358891436,0.84375,0.84375,,,,,
692,3882368,22144,0.011750766439228115,0.90625,0.90625,,,,,
693,3889056,22176,0.009848459668657614,0.875,0.875,,,,,
694,3895488,22208,0.011442315004326308,0.875,0.875,,,,,
695,3901664,22240,0.01232977144682259,0.875,0.875,,,,,
696,3906304,22272,0.013378342168463368,0.84375,0.84375,,,,,
697,3911200,22304,0.013681644820359589,0.875,0.875,0.014506046462357492,0.84375,0.84375,,
698,3916096,22336,0.012811703180003237,0.9375,0.9375,,,,,
699,3921248,22368,0.014123223134846069,0.75,0.75,,,,,
700,3926400,22400,0.012290854634706604,0.84375,0.84375,,,,,
701,3933344,22432,0.012712177680962803,0.8125,0.8125,,,,,
702,3939264,22464,0.012045626412028821,0.875,0.875,,,,,
703,3945440,22496,0.01341291067439831,0.875,0.875,,,,0.8579999804496765,0.8526154702897109
704,3950848,22528,0.01291051983662766,0.78125,0.78125,,,,,
705,3956000,22560,0.014360309613954342,0.90625,0.90625,0.01549347869563601,0.78125,0.78125,,
706,3960384,22592,0.016736636112109637,0.90625,0.90625,,,,,
707,3965024,22624,0.011847002044458165,0.875,0.875,,,,,
708,3969920,22656,0.012415984936257634,0.875,0.875,,,,,
709,3976608,22688,0.012299812497770873,0.90625,0.90625,,,,,
710,3982016,22720,0.014496717525848135,0.78125,0.78125,,,,,
711,3988192,22752,0.011035125911003557,0.90625,0.90625,,,,,
712,3993088,22784,0.013088637395548768,0.9375,0.9375,,,,,
713,3997472,22816,0.013687239291659409,0.90625,0.90625,0.012768617794116192,0.9375,0.9375,,
714,4002880,22848,0.012336390022241583,0.9375,0.9375,,,,,
715,4009568,22880,0.009845024061853521,0.875,0.875,,,,,
716,4013952,22912,0.019730480499943644,0.78125,0.78125,,,,,
717,4019872,22944,0.01264724198558297,0.71875,0.71875,,,,,
718,4025280,22976,0.012434200321093505,0.96875,0.96875,,,,,
719,4030688,23008,0.01371269732374002,0.90625,0.90625,,,,,
720,4037376,23040,0.010756858043033397,0.875,0.875,,,,,
721,4042528,23072,0.016835640989418733,0.9375,0.9375,0.009870466274376544,0.875,0.875,,
722,4048960,23104,0.012625847122493244,0.875,0.875,,,,,
723,4055392,23136,0.010162928744420586,0.9375,0.9375,,,,,
724,4061312,23168,0.011586856512523417,0.84375,0.84375,,,,,
725,4067488,23200,0.009962643147393513,0.9375,0.9375,,,,,
726,4073408,23232,0.013738681532521602,0.84375,0.84375,,,,,
727,4077792,23264,0.01596669354695437,0.75,0.75,,,,,
728,4083968,23296,0.01257440514867166,0.90625,0.90625,,,,,
729,4088864,23328,0.011707234569578853,0.84375,0.84375,0.0163642026660061,0.78125,0.78125,,
730,4093504,23360,0.012454966014502074,0.9375,0.9375,,,,,
731,4098400,23392,0.01510487082120339,0.90625,0.90625,,,,,
732,4104320,23424,0.01155516468822077,0.84375,0.84375,,,,,
733,4110240,23456,0.013343150772050363,0.84375,0.84375,,,,,
734,4114112,23488,0.01616292761717916,0.90625,0.90625,,,,,
735,4119264,23520,0.017026013514829567,0.78125,0.78125,,,,,
736,4125440,23552,0.012857888275047127,0.84375,0.84375,,,,,
737,4130592,23584,0.014857625498446995,0.84375,0.84375,0.013020509879902054,0.875,0.875,,
738,4136000,23616,0.010362575160156503,0.90625,0.90625,,,,,
739,4141408,23648,0.014264242915173484,0.90625,0.90625,,,,,
740,4147328,23680,0.011385804884880613,0.90625,0.90625,,,,,
741,4151456,23712,0.0144326605590892,0.90625,0.90625,,,,,
742,4157632,23744,0.012898706181300451,0.875,0.875,,,,,
743,4163808,23776,0.011917117761664575,0.8125,0.8125,,,,,
744,4169216,23808,0.0137042260326703,0.84375,0.84375,,,,,
745,4174624,23840,0.012316684826932833,0.875,0.875,0.012508427609747923,0.78125,0.78125,,
746,4179776,23872,0.016421194448781148,0.84375,0.84375,,,,,
747,4185952,23904,0.009016432933708083,0.96875,0.96875,,,,,
748,4191872,23936,0.011752354230481986,1.0,1.0,,,,,
749,4196512,23968,0.012251338468960558,0.96875,0.96875,,,,,
750,4200896,24000,0.01649621884988386,0.84375,0.84375,,,,,
751,4206304,24032,0.0135040307323022,0.96875,0.96875,,,,,
752,4216832,24064,0.006415594972807748,0.875,0.875,,,,,
753,4221728,24096,0.015222876948320785,0.84375,0.84375,0.013740338844737668,0.8125,0.8125,,
754,4227904,24128,0.012516416993856375,0.75,0.75,,,,,
755,4234336,24160,0.012046673008497535,0.875,0.875,,,,,
756,4239744,24192,0.013016295319981648,0.8125,0.8125,,,,,
757,4246176,24224,0.010005634677848867,0.84375,0.84375,,,,,
758,4251840,24256,0.013640334434432062,0.8125,0.8125,,,,,
759,4258016,24288,0.012891181601309776,0.84375,0.84375,,,,,
760,4262656,24320,0.017659758679517572,0.78125,0.78125,,,,,
761,4267808,24352,0.011921080547181098,0.9375,0.9375,0.011682402515343793,0.8125,0.8125,,
762,4273728,24384,0.011375069146415983,0.875,0.875,,,,,
763,4278368,24416,0.013301246899890123,0.9375,0.9375,,,,,
764,4283520,24448,0.011178564883870428,0.875,0.875,,,,,
765,4289952,24480,0.011899527834290775,0.875,0.875,,,,,
766,4295360,24512,0.011417684046089335,1.0,1.0,,,,,
767,4302560,24544,0.010022026604723941,0.96875,0.96875,,,,,
768,4308224,24576,0.011791714666587938,0.875,0.875,,,,,
769,4314400,24608,0.011009981633689441,0.875,0.875,0.014587204957954342,0.78125,0.78125,,
770,4320832,24640,0.010323206760003477,0.9375,0.9375,,,,,
771,4326240,24672,0.010155738903648917,0.90625,0.90625,,,,,
772,4331392,24704,0.013196157241544276,0.90625,0.90625,,,,,
773,4337312,24736,0.013238197818930469,0.84375,0.84375,,,,,
774,4341696,24768,0.01183666657031251,0.9375,0.9375,,,,,
775,4347104,24800,0.012529652420183054,0.875,0.875,,,,,
776,4350976,24832,0.013464929566365915,0.96875,0.96875,,,,,
777,4356128,24864,0.014395483261169878,0.90625,0.90625,0.012420869935097606,0.90625,0.90625,,
778,4361536,24896,0.012723162612263514,0.90625,0.90625,,,,,
779,4367200,24928,0.011994130684773929,0.90625,0.90625,,,,,
780,4372864,24960,0.013940681694109341,0.875,0.875,,,,,
781,4378784,24992,0.012228565139829745,0.90625,0.90625,,,,,
782,4384448,25024,0.01390600869530279,0.8125,0.8125,,,,,
783,4390368,25056,0.011100515120684636,0.84375,0.84375,,,,,
784,4396800,25088,0.012839815670665939,0.90625,0.90625,,,,,
785,4404256,25120,0.010007913969136443,0.875,0.875,0.01483423251083491,0.875,0.875,,
786,4410432,25152,0.01285814817433933,0.875,0.875,,,,,
787,4416608,25184,0.011265194227021122,0.90625,0.90625,,,,,
788,4423296,25216,0.011948807676731007,0.90625,0.90625,,,,,
789,4428192,25248,0.014424602234302739,0.84375,0.84375,,,,,
790,4433600,25280,0.014165097650547517,0.84375,0.84375,,,,,
791,4439776,25312,0.0104426048521281,0.90625,0.90625,,,,,
792,4444672,25344,0.014260588304840697,0.84375,0.84375,,,,,
793,4451104,25376,0.011239406766667308,0.8125,0.8125,0.01235931415157878,0.875,0.875,,
794,4455488,25408,0.012508480336711817,0.90625,0.90625,,,,,
795,4460128,25440,0.012471322419702726,0.9375,0.9375,,,,,
796,4464512,25472,0.01262649144159438,0.84375,0.84375,,,,,
797,4469152,25504,0.01452440934647484,0.84375,0.84375,,,,,
798,4475584,25536,0.012136890652366996,0.90625,0.90625,,,,,
799,4482272,25568,0.011805756558526136,0.84375,0.84375,,,,,
800,4488704,25600,0.011013187657012948,0.9375,0.9375,,,,,
801,4493600,25632,0.016184548340312622,0.8125,0.8125,0.012589337246257746,0.84375,0.84375,,
