step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
802,4499776,25664,0.012139705054402395,0.875,0.875,,,,,
803,4504928,25696,0.014912419924873544,0.84375,0.84375,,,,,
804,4511872,25728,0.010852599540073348,0.90625,0.90625,,,,,
805,4518560,25760,0.012546487670999511,0.84375,0.84375,,,,,
806,4524736,25792,0.010217452057640172,0.96875,0.96875,,,,,
807,4529632,25824,0.013458455191981073,0.875,0.875,,,,,
808,4535040,25856,0.01244932236023,0.84375,0.84375,,,,,
809,4540448,25888,0.013559411453001522,0.75,0.75,0.012222591919273593,0.875,0.875,,
810,4544064,25920,0.014405184286468847,0.90625,0.90625,,,,,
811,4550240,25952,0.011182552387492101,0.84375,0.84375,,,,,
812,4556672,25984,0.011622891973594862,0.96875,0.96875,,,,,
813,4561056,26016,0.014097137468214314,0.90625,0.90625,,,,,
814,4566976,26048,0.010776099991062216,0.84375,0.84375,,,,,
815,4572128,26080,0.010440411518996521,0.96875,0.96875,,,,,
816,4577024,26112,0.011941060311056963,0.90625,0.90625,,,,,
817,4581920,26144,0.012720395822596254,0.8125,0.8125,0.019386696873890368,0.6875,0.6875,,
818,4588096,26176,0.012573320483377122,0.9375,0.9375,,,,,
819,4592480,26208,0.015354667589029872,0.84375,0.84375,,,,,
820,4598400,26240,0.01412515658128245,0.84375,0.84375,,,,,
821,4604576,26272,0.011746296952370887,0.84375,0.84375,,,,,
822,4611008,26304,0.012484924239307159,0.90625,0.90625,,,,,
823,4615392,26336,0.014324232322545982,0.9375,0.9375,,,,,
824,4620544,26368,0.008029887981896335,0.96875,0.96875,,,,,
825,4625696,26400,0.013450161440060018,0.9375,0.9375,0.010748238743487393,0.90625,0.90625,,
826,4632384,26432,0.012297628670371956,0.84375,0.84375,,,,,
827,4638816,26464,0.0107176187563591,0.84375,0.84375,,,,,
828,4643712,26496,0.015562933348234644,0.875,0.875,,,,,
829,4648864,26528,0.01406703236033111,0.8125,0.8125,,,,,
830,4654016,26560,0.012458223003874244,0.90625,0.90625,,,,,
831,4659680,26592,0.011564785600174649,0.90625,0.90625,,,,,
832,4664576,26624,0.014567415234550489,0.84375,0.84375,,,,,
833,4670240,26656,0.01053263419270648,0.90625,0.90625,0.012892628700246446,0.90625,0.90625,,
834,4676160,26688,0.013331902727960717,0.84375,0.84375,,,,,
835,4681568,26720,0.010943542581092772,0.9375,0.9375,,,,,
836,4688256,26752,0.009018255005431533,0.9375,0.9375,,,,,
837,4695456,26784,0.009540271794507407,0.875,0.875,,,,,
838,4702144,26816,0.011935269106956897,0.875,0.875,,,,,
839,4707808,26848,0.01343126202035928,0.90625,0.90625,,,,,
840,4713472,26880,0.012622373589001383,0.8125,0.8125,,,,,
841,4719136,26912,0.013302042813814611,0.90625,0.90625,0.016874409237800713,0.9375,0.9375,,
842,4724032,26944,0.011643467511725592,0.9375,0.9375,,,,,
843,4729184,26976,0.010510430874682838,0.90625,0.90625,,,,,
844,4735104,27008,0.01069099211316744,0.9375,0.9375,,,,,
845,4741280,27040,0.011077002484655596,0.875,0.875,,,,,
846,4747456,27072,0.009844604140483057,0.96875,0.96875,,,,,
847,4753120,27104,0.012374827765148692,0.84375,0.84375,,,,,
848,4760064,27136,0.011217722016774902,0.9375,0.9375,,,,,
849,4764960,27168,0.013520171448447825,0.96875,0.96875,0.010058926514496358,0.9375,0.9375,,
850,4770880,27200,0.01243172695852996,0.9375,0.9375,,,,,
851,4777312,27232,0.01181459103753972,0.84375,0.84375,,,,,
852,4783488,27264,0.012650006827650032,0.78125,0.78125,,,,,
853,4788640,27296,0.014379476315760878,0.8125,0.8125,,,,,
854,4793792,27328,0.012914677006096432,0.96875,0.96875,,,,,
855,4799200,27360,0.015363740783714613,0.8125,0.8125,,,,,
856,4804608,27392,0.012873765196639768,0.8125,0.8125,,,,,
857,4810528,27424,0.01239934408725953,0.9375,0.9375,0.012692149987181408,0.875,0.875,,
858,4816704,27456,0.012798798580068637,0.8125,0.8125,,,,,
859,4821856,27488,0.013135073135085218,0.8125,0.8125,,,,,
860,4828032,27520,0.0096443234247516,0.9375,0.9375,,,,,
861,4833952,27552,0.012038667969703803,0.90625,0.90625,,,,,
862,4839104,27584,0.013722165601179743,0.875,0.875,,,,,
863,4846304,27616,0.010385956212624009,0.96875,0.96875,,,,,
864,4849664,27648,0.02088030927727185,0.84375,0.84375,,,,,
865,4856608,27680,0.009959220690481383,0.84375,0.84375,0.01344375020442227,0.875,0.875,,
866,4863040,27712,0.011727864268084667,0.875,0.875,,,,,
867,4868192,27744,0.013932523795264218,0.875,0.875,,,,,
868,4872320,27776,0.014949252575951269,0.84375,0.84375,,,,,
869,4877984,27808,0.01292299781254108,0.8125,0.8125,,,,,
870,4883648,27840,0.012820705578950814,0.9375,0.9375,,,,,
871,4890592,27872,0.011224758261367231,0.84375,0.84375,,,,,
872,4896256,27904,0.010888860132613374,0.90625,0.90625,,,,,
873,4901152,27936,0.015355226315834922,0.84375,0.84375,0.01670748858559896,0.78125,0.78125,,
874,4906048,27968,0.011048500901546849,0.9375,0.9375,,,,,
875,4912480,28000,0.013460447036790717,0.8125,0.8125,,,,,
876,4916096,28032,0.016641694386652712,0.875,0.875,,,,,
877,4922272,28064,0.012780591185523424,0.8125,0.8125,,,,,
878,4927168,28096,0.015153949015753732,0.75,0.75,,,,,
879,4933856,28128,0.011720510082955894,0.90625,0.90625,,,,,
880,4939008,28160,0.012774179321031993,0.90625,0.90625,,,,,
881,4944672,28192,0.012996282261800303,0.84375,0.84375,0.01172589685815524,0.84375,0.84375,,
882,4950336,28224,0.012270252077963572,0.90625,0.90625,,,,,
883,4954464,28256,0.01593804784260385,0.90625,0.90625,,,,,
884,4960128,28288,0.011926159970828932,0.9375,0.9375,,,,,
885,4964512,28320,0.01252857937109774,0.9375,0.9375,,,,,
886,4968640,28352,0.013538651394007279,0.9375,0.9375,,,,,
887,4975328,28384,0.010584325756550994,0.90625,0.90625,,,,,
888,4981760,28416,0.01151233392226467,0.84375,0.84375,,,,,
889,4985888,28448,0.013981476801263073,0.84375,0.84375,0.01423799835921432,0.96875,0.96875,,
890,4991296,28480,0.013709132214575719,0.90625,0.90625,,,,,
891,4997472,28512,0.013655019191290087,0.875,0.875,,,,,
892,5004416,28544,0.01237414205902626,0.8125,0.8125,,,,,
893,5010336,28576,0.012723283468034037,0.84375,0.84375,,,,,
894,5014976,28608,0.01627237421272164,0.9375,0.9375,,,,,
895,5020896,28640,0.014590060965125854,0.875,0.875,,,,,
896,5025792,28672,0.01526140504493797,0.9375,0.9375,,,,,
897,5032224,28704,0.00810738649609306,0.9375,0.9375,0.011814711715699488,0.875,0.875,,
898,5036352,28736,0.012810344811035051,0.90625,0.90625,,,,,
899,5040736,28768,0.01654313895535747,0.78125,0.78125,,,,,
900,5046912,28800,0.011662354055072446,0.875,0.875,,,,,
901,5053088,28832,0.0100421058031334,0.90625,0.90625,,,,,
902,5059008,28864,0.01128218113456557,0.875,0.875,,,,,
903,5065696,28896,0.009829245952011732,0.875,0.875,,,,,
904,5071104,28928,0.011026665079255258,0.90625,0.90625,,,,,
905,5076256,28960,0.013097732167079277,1.0,1.0,0.01290033864960949,0.875,0.875,,
906,5082944,28992,0.011714407420591258,1.0,1.0,,,,,
907,5088352,29024,0.013683371413973694,0.8125,0.8125,,,,,
908,5095040,29056,0.011636595963860618,0.90625,0.90625,,,,,
909,5101984,29088,0.00970065347173859,0.90625,0.90625,,,,,
910,5107136,29120,0.011537510361794017,1.0,1.0,,,,,
911,5114080,29152,0.00697006909398723,0.96875,0.96875,,,,,
912,5117696,29184,0.018552208739999264,0.8125,0.8125,,,,,
913,5123616,29216,0.010269290348504516,0.9375,0.9375,0.016433559693569348,0.75,0.75,,
914,5128512,29248,0.012957228606294377,0.90625,0.90625,,,,,
915,5133664,29280,0.012647922717788834,0.875,0.875,,,,,
916,5140096,29312,0.010736144142996094,0.9375,0.9375,,,,,
917,5145504,29344,0.01444720761604061,0.84375,0.84375,,,,,
918,5149888,29376,0.01185186103118774,0.96875,0.96875,,,,,
919,5155040,29408,0.015581251098221546,0.84375,0.84375,,,,,
920,5160960,29440,0.010093717294808407,0.96875,0.96875,,,,,
921,5166624,29472,0.013205111073485763,0.84375,0.84375,0.015395746214926793,0.8125,0.8125,,
922,5172288,29504,0.011692702939649618,0.84375,0.84375,,,,,
923,5176416,29536,0.013004210459810655,0.9375,0.9375,,,,,
924,5181056,29568,0.011315649228766876,0.9375,0.9375,,,,,
925,5188256,29600,0.0094360676884592,0.90625,0.90625,,,,,
926,5193664,29632,0.011762347416221,0.875,0.875,,,,,
927,5201120,29664,0.008105120973611995,0.96875,0.96875,,,,,
928,5207296,29696,0.011356972035032185,0.9375,0.9375,,,,,
929,5212192,29728,0.009737539202806594,0.9375,0.9375,0.011026259636539979,0.90625,0.90625,,
930,5217600,29760,0.01195170162179491,0.875,0.875,,,,,
931,5222240,29792,0.01479678918491746,0.875,0.875,,,,,
932,5227392,29824,0.013715826475818007,0.875,0.875,,,,,
933,5233056,29856,0.01397384500231199,0.875,0.875,,,,,
934,5237952,29888,0.012325493705799696,0.96875,0.96875,,,,,
935,5244896,29920,0.010800163671952778,0.8125,0.8125,,,,,
936,5249280,29952,0.01705376785562115,0.78125,0.78125,,,,,
937,5252896,29984,0.016413194937942525,0.9375,0.9375,0.015616606443978857,0.9375,0.9375,,
938,5260096,30016,0.009389724748857535,0.90625,0.90625,,,,,
939,5264992,30048,0.014195945694141737,0.84375,0.84375,,,,,
940,5271680,30080,0.00985544509110758,0.84375,0.84375,,,,,
941,5276832,30112,0.014720930544500696,0.9375,0.9375,,,,,
942,5281728,30144,0.01408293235078374,0.84375,0.84375,,,,,
943,5287392,30176,0.012124815953089662,0.90625,0.90625,,,,,
944,5293568,30208,0.012029793062303064,0.875,0.875,,,,,
945,5300512,30240,0.01055150825907334,0.84375,0.84375,0.016983344014361825,0.84375,0.84375,,
946,5305664,30272,0.01265601185203025,0.90625,0.90625,,,,,
947,5311328,30304,0.013882757276268214,0.84375,0.84375,,,,,
948,5317504,30336,0.01115509883852312,0.875,0.875,,,,,
949,5323424,30368,0.012690260512056486,0.84375,0.84375,,,,,
950,5328320,30400,0.013416548423353731,0.84375,0.84375,,,,,
951,5334496,30432,0.01256943373721662,0.96875,0.96875,,,,,
952,5340928,30464,0.009582209855208313,0.90625,0.90625,,,,,
953,5346336,30496,0.015674398718290333,0.8125,0.8125,0.0131584335769474,0.875,0.875,,
954,5352256,30528,0.011427191353694428,0.84375,0.84375,,,,,
955,5357664,30560,0.012444234535017857,0.8125,0.8125,,,,,
956,5364096,30592,0.011664410972056694,0.875,0.875,,,,,
957,5369504,30624,0.014047518833342756,0.90625,0.90625,,,,,
958,5375424,30656,0.01135924430976072,0.8125,0.8125,,,,,
959,5380320,30688,0.01691439530756834,0.75,0.75,,,,,
960,5385728,30720,0.011569051963044943,0.875,0.875,,,,,
961,5392672,30752,0.010309568524729328,0.875,0.875,0.012022243453527218,0.875,0.875,,
962,5398592,30784,0.011271670340211237,0.84375,0.84375,,,,,
963,5403488,30816,0.01583405034188504,0.84375,0.84375,,,,,
964,5408384,30848,0.014008969682861612,0.84375,0.84375,,,,,
965,5414048,30880,0.012127504002842642,0.78125,0.78125,,,,,
966,5420224,30912,0.01334064903446114,0.90625,0.90625,,,,,
967,5427424,30944,0.01102999503708724,0.84375,0.84375,,,,,
968,5432576,30976,0.011313383595027569,0.96875,0.96875,,,,,
969,5439264,31008,0.009850181567921796,0.90625,0.90625,0.014095442691750636,0.8125,0.8125,,
970,5445952,31040,0.01029924504140612,0.875,0.875,,,,,
971,5451360,31072,0.012750270476849098,0.875,0.875,,,,,
972,5457792,31104,0.014595508978885268,0.84375,0.84375,,,,,
973,5463200,31136,0.011598554808976121,0.875,0.875,,,,,
974,5469120,31168,0.013264515417787422,0.75,0.75,,,,,
975,5476064,31200,0.008979865367291425,0.875,0.875,,,,,
976,5481728,31232,0.011931692240250992,0.90625,0.90625,,,,,
977,5488416,31264,0.008408995576702398,0.96875,0.96875,0.013996663859865388,0.84375,0.84375,,
978,5494592,31296,0.011531024606990648,0.75,0.75,,,,,
979,5501280,31328,0.013359892218608876,0.8125,0.8125,,,,,
980,5507456,31360,0.010667222391227936,0.90625,0.90625,,,,,
981,5513632,31392,0.015589148408415658,0.90625,0.90625,,,,,
982,5519552,31424,0.01441204847367685,0.84375,0.84375,,,,,
983,5526496,31456,0.007645616328798843,0.96875,0.96875,,,,,
984,5532160,31488,0.013329289007866828,0.875,0.875,,,,,
985,5538080,31520,0.010969861023172534,0.9375,0.9375,0.009840092007144963,0.90625,0.90625,,
986,5544000,31552,0.010229983558908811,0.8125,0.8125,,,,,
987,5549152,31584,0.012557651180588608,0.90625,0.90625,,,,,
988,5555328,31616,0.012699184313863009,0.8125,0.8125,,,,,
989,5560992,31648,0.012511558294574237,0.90625,0.90625,,,,,
990,5565888,31680,0.014201207294540275,0.84375,0.84375,,,,,
991,5570784,31712,0.013632090527872766,0.875,0.875,,,,,
992,5576192,31744,0.01301832672484475,0.875,0.875,,,,,
993,5581600,31776,0.012970577622869897,0.875,0.875,0.009815010353371128,0.875,0.875,,
994,5587264,31808,0.014250285480765628,0.875,0.875,,,,,
995,5591392,31840,0.014711715826492156,0.84375,0.84375,,,,,
996,5597312,31872,0.012216738620737147,0.8125,0.8125,,,,,
997,5602464,31904,0.013577679093926293,0.84375,0.84375,,,,,
998,5609408,31936,0.010738363683449825,0.90625,0.90625,,,,,
999,5614048,31968,0.015793513815823522,0.8125,0.8125,,,,,
1000,5619968,32000,0.011162310505018494,0.875,0.875,,,,,
1001,5625632,32032,0.01135736949259799,0.84375,0.84375,0.013157973129980221,0.875,0.875,,
1002,5630272,32064,0.014133320233340666,0.84375,0.84375,,,,,
1003,5635168,32096,0.01145329714188313,0.875,0.875,,,,,
1004,5640320,32128,0.013602006959483123,0.875,0.875,,,,,
1005,5645216,32160,0.014633108912690646,0.875,0.875,,,,,
1006,5650368,32192,0.013621440696196599,0.9375,0.9375,,,,,
1007,5655264,32224,0.015676413990442034,0.875,0.875,,,,,
1008,5661696,32256,0.00941187128696198,0.90625,0.90625,,,,,
1009,5667360,32288,0.01308498656595633,0.8125,0.8125,0.011995580471953388,0.875,0.875,,
1010,5673536,32320,0.01438327726774908,0.84375,0.84375,,,,,
1011,5678944,32352,0.013318341948997978,0.875,0.875,,,,,
1012,5683840,32384,0.012084376457077555,0.875,0.875,,,,,
1013,5687712,32416,0.017596168066959732,0.90625,0.90625,,,,,
1014,5693376,32448,0.01332505101107762,0.875,0.875,,,,,
1015,5697248,32480,0.016720247669866427,0.90625,0.90625,,,,,
1016,5700864,32512,0.015087985275504192,0.90625,0.90625,,,,,
1017,5706272,32544,0.013492804357753907,0.90625,0.90625,0.011843901757002829,0.84375,0.84375,,
1018,5712192,32576,0.011986993295059681,0.96875,0.96875,,,,,
1019,5717856,32608,0.013012850689310124,0.875,0.875,,,,,
1020,5723264,32640,0.01171738837650091,0.875,0.875,,,,,
1021,5729184,32672,0.01214707235389862,0.875,0.875,,,,,
1022,5734592,32704,0.012317058727200972,0.96875,0.96875,,,,,
1023,5740512,32736,0.011555944155775747,0.9375,0.9375,,,,,
1024,5745664,32768,0.012973878824790749,0.9375,0.9375,,,,,
1025,5751072,32800,0.014617424786837948,0.75,0.75,0.01732671621023926,0.75,0.75,,
1026,5756480,32832,0.012249891547963085,0.90625,0.90625,,,,,
1027,5762656,32864,0.009190700511217165,0.9375,0.9375,,,,,
1028,5768064,32896,0.013134313327625007,0.9375,0.9375,,,,,
1029,5774496,32928,0.011906871845962806,0.90625,0.90625,,,,,
1030,5781440,32960,0.00879100881645991,0.9375,0.9375,,,,,
1031,5787104,32992,0.010543888181508284,0.96875,0.96875,,,,,
1032,5793792,33024,0.01230415491896992,0.78125,0.78125,,,,,
1033,5800224,33056,0.011258548183836967,0.84375,0.84375,0.013355578474641833,0.875,0.875,,
1034,5805120,33088,0.011982766191227526,0.96875,0.96875,,,,,
1035,5811552,33120,0.009447268038477181,0.90625,0.90625,,,,,
1036,5816448,33152,0.013861020458655282,0.84375,0.84375,,,,,
1037,5821088,33184,0.014550187002040154,0.90625,0.90625,,,,,
1038,5827520,33216,0.013971267899621801,0.875,0.875,,,,,
1039,5833184,33248,0.013781202406551727,0.78125,0.78125,,,,,
1040,5838080,33280,0.01288361387650219,0.9375,0.9375,,,,,
1041,5843744,33312,0.011942191714959494,0.84375,0.84375,0.010641503350226377,0.875,0.875,,
1042,5849408,33344,0.010549387045225789,0.90625,0.90625,,,,,
1043,5853536,33376,0.016395553734159997,0.875,0.875,,,,,
1044,5858176,33408,0.015906124422863502,0.875,0.875,,,,,
1045,5863584,33440,0.015143723244664741,0.96875,0.96875,,,,,
1046,5868224,33472,0.011154794207821955,0.96875,0.96875,,,,,
1047,5874656,33504,0.011947537332209412,0.9375,0.9375,,,,,
1048,5881088,33536,0.01015106041982771,0.84375,0.84375,,,,,
1049,5886496,33568,0.015362572750052404,0.84375,0.84375,0.013741296907734396,0.78125,0.78125,,
1050,5891648,33600,0.014306031657311216,0.90625,0.90625,,,,,
1051,5896800,33632,0.013845044246702926,0.75,0.75,,,,,
1052,5902976,33664,0.010016542520384466,0.875,0.875,,,,,
1053,5908640,33696,0.013005523631219928,0.875,0.875,,,,,
1054,5914816,33728,0.015236594129093188,0.8125,0.8125,,,,,
1055,5919968,33760,0.016401709602927493,0.78125,0.78125,,,,,
1056,5926144,33792,0.010132301614748674,0.90625,0.90625,,,,,
1057,5931296,33824,0.01260695107341088,0.9375,0.9375,0.010222134144563948,0.875,0.875,,
1058,5936960,33856,0.01146607034081929,0.9375,0.9375,,,,,
1059,5941088,33888,0.014979831852689354,0.90625,0.90625,,,,,
1060,5945728,33920,0.014477498191802413,0.84375,0.84375,,,,,
1061,5952160,33952,0.011092409418332522,0.9375,0.9375,,,,,
1062,5956288,33984,0.016690593911413715,0.875,0.875,,,,,
1063,5960928,34016,0.013317684540640288,0.875,0.875,,,,,
1064,5967616,34048,0.009722134599501064,0.96875,0.96875,,,,,
1065,5974816,34080,0.010041059013819732,0.84375,0.84375,0.01404217322733806,0.875,0.875,,
1066,5980480,34112,0.008595378160758647,0.9375,0.9375,,,,,
1067,5986656,34144,0.012701472606058169,0.78125,0.78125,,,,,
1068,5991808,34176,0.013400950477260018,0.875,0.875,,,,,
1069,5996960,34208,0.013275745430118812,0.90625,0.90625,,,,,
1070,6003392,34240,0.012696155485199938,0.90625,0.90625,,,,,
1071,6009056,34272,0.009651051932164813,0.9375,0.9375,,,,,
1072,6015232,34304,0.010869159514446511,0.90625,0.90625,,,,,
1073,6020384,34336,0.012021227365826405,0.90625,0.90625,0.015629253545818494,0.9375,0.9375,,
1074,6025280,34368,0.015680154262190486,0.78125,0.78125,,,,,
1075,6030944,34400,0.012781861888154228,0.90625,0.90625,,,,,
1076,6034816,34432,0.015780900980321592,0.90625,0.90625,,,,,
1077,6041248,34464,0.012405884114795125,0.90625,0.90625,,,,,
1078,6047168,34496,0.012421550696706241,0.875,0.875,,,,,
1079,6053088,34528,0.011813272520770347,0.90625,0.90625,,,,,
1080,6059520,34560,0.010838054530483119,0.90625,0.90625,,,,,
1081,6065184,34592,0.00991996690142481,0.90625,0.90625,0.010609452767150562,0.9375,0.9375,,
1082,6071616,34624,0.01215158931332234,0.9375,0.9375,,,,,
1083,6077024,34656,0.012181426913280769,0.8125,0.8125,,,,,
1084,6082432,34688,0.012825494140164978,0.90625,0.90625,,,,,
1085,6088608,34720,0.011376852257807518,0.875,0.875,,,,,
1086,6094272,34752,0.012518897244529474,0.84375,0.84375,,,,,
1087,6099424,34784,0.013707858911461961,0.84375,0.84375,,,,,
1088,6104832,34816,0.013600223150628579,0.84375,0.84375,,,,,
1089,6109472,34848,0.014141703699212076,0.875,0.875,0.015313662321789082,0.875,0.875,,
1090,6115392,34880,0.012589815350312733,0.8125,0.8125,,,,,
1091,6120288,34912,0.012594118017018712,0.90625,0.90625,,,,,
1092,6126720,34944,0.01164027172056425,0.875,0.875,,,,,
1093,6130848,34976,0.014118191192747076,0.9375,0.9375,,,,,
1094,6135488,35008,0.013787425783232443,0.90625,0.90625,,,,,
1095,6141152,35040,0.014914388977968736,0.875,0.875,,,,,
1096,6147072,35072,0.014219018707550596,0.75,0.75,,,,,
1097,6153248,35104,0.011410984574724082,1.0,1.0,0.012296787602218105,0.875,0.875,,
1098,6158656,35136,0.012864197592620318,0.84375,0.84375,,,,,
1099,6164320,35168,0.012051137025136834,0.8125,0.8125,,,,,
1100,6169472,35200,0.015490775661316764,0.8125,0.8125,,,,,
1101,6175136,35232,0.012159007646662166,0.84375,0.84375,,,,,
1102,6180288,35264,0.0124109505242026,0.8125,0.8125,,,,,
1103,6184928,35296,0.014934453968281351,0.875,0.875,,,,,
1104,6190336,35328,0.01050337157513915,0.9375,0.9375,,,,,
1105,6196768,35360,0.010294151756622315,0.875,0.875,0.011513116945124425,0.90625,0.90625,,
1106,6201664,35392,0.014685671657133829,0.8125,0.8125,,,,,
1107,6207584,35424,0.012399795134981333,0.90625,0.90625,,,,,
1108,6212224,35456,0.011967140152496107,0.8125,0.8125,,,,,
1109,6218400,35488,0.009273927664224295,0.9375,0.9375,,,,,
1110,6224064,35520,0.011637884826171315,0.875,0.875,,,,,
1111,6229728,35552,0.012630978871847321,0.84375,0.84375,,,,,
1112,6234112,35584,0.014841054353922885,0.875,0.875,,,,,
1113,6240032,35616,0.009982101170278208,0.96875,0.96875,0.012780464105904324,0.875,0.875,,
1114,6244672,35648,0.013623626891456393,1.0,1.0,,,,,
1115,6252128,35680,0.00973551652541474,0.75,0.75,,,,,
1116,6258304,35712,0.010708015945003715,0.875,0.875,,,,,
1117,6264480,35744,0.011927228673296824,0.90625,0.90625,,,,,
1118,6269888,35776,0.012122818695398404,0.90625,0.90625,,,,,
1119,6275808,35808,0.011597222619649185,0.84375,0.84375,,,,,
1120,6280192,35840,0.014734740529354414,0.84375,0.84375,,,,,
1121,6286624,35872,0.010136794767504141,0.90625,0.90625,0.01017723104199521,0.9375,0.9375,,
1122,6292032,35904,0.012711735338052033,0.8125,0.8125,,,,,
1123,6296672,35936,0.013395937380143495,0.96875,0.96875,,,,,
1124,6301568,35968,0.012729115022214833,0.84375,0.84375,,,,,
1125,6307232,36000,0.011073530529769409,0.90625,0.90625,,,,,
1126,6313664,36032,0.010536595429243291,0.90625,0.90625,,,,,
1127,6319072,36064,0.01514496217295133,0.75,0.75,,,,,
1128,6324224,36096,0.013016693689347361,0.9375,0.9375,,,,,
1129,6330912,36128,0.010187399808814696,0.9375,0.9375,0.014369577456648368,0.96875,0.96875,,
1130,6336832,36160,0.011322638885757077,0.84375,0.84375,,,,,
1131,6341728,36192,0.010933070943960104,0.875,0.875,,,,,
1132,6347136,36224,0.00974430615773197,0.96875,0.96875,,,,,
1133,6352032,36256,0.01297584491373078,0.90625,0.90625,,,,,
1134,6359488,36288,0.008965895668610942,0.9375,0.9375,,,,,
1135,6364640,36320,0.01408342777246686,0.84375,0.84375,,,,,
1136,6370816,36352,0.012197964497893607,0.875,0.875,,,,,
1137,6377248,36384,0.010290103794002064,0.96875,0.96875,0.01325332280407891,0.875,0.875,,
1138,6383168,36416,0.011428744385289187,0.90625,0.90625,,,,,
1139,6387552,36448,0.016060305018144608,0.84375,0.84375,,,,,
1140,6393984,36480,0.01296971934381669,0.90625,0.90625,,,,,
1141,6399392,36512,0.009943648899794015,1.0,1.0,,,,,
1142,6405824,36544,0.009581459635007106,0.875,0.875,,,,,
1143,6412512,36576,0.01309481032142008,0.8125,0.8125,,,,,
1144,6417408,36608,0.014581929595847759,0.8125,0.8125,,,,,
1145,6423840,36640,0.01272791690699552,0.9375,0.9375,0.012515421201537298,0.90625,0.90625,,
1146,6429504,36672,0.011985880258846913,0.9375,0.9375,,,,,
1147,6435168,36704,0.009450802712499502,1.0,1.0,,,,,
1148,6441344,36736,0.010809387572527286,0.875,0.875,,,,,
1149,6446752,36768,0.0124711960376757,0.875,0.875,,,,,
1150,6452928,36800,0.010990337922069902,0.90625,0.90625,,,,,
1151,6458848,36832,0.013340816727318135,0.90625,0.90625,,,,,
1152,6464768,36864,0.01229010375486643,0.90625,0.90625,,,,,
1153,6469408,36896,0.01310820506258002,0.90625,0.90625,0.01704003287566808,0.8125,0.8125,,
1154,6474560,36928,0.013106062687183303,0.9375,0.9375,,,,,
1155,6480736,36960,0.01276652646295755,0.875,0.875,,,,,
1156,6486400,36992,0.009461049691952246,0.9375,0.9375,,,,,
1157,6490784,37024,0.012552235068609158,0.90625,0.90625,,,,,
1158,6496960,37056,0.009823559903682671,0.96875,0.96875,,,,,
1159,6501600,37088,0.01407587110513852,0.8125,0.8125,,,,,
1160,6507264,37120,0.012482713878308009,0.90625,0.90625,,,,,
1161,6511392,37152,0.015559057956188867,0.90625,0.90625,0.01256002898165589,0.9375,0.9375,,
1162,6516544,37184,0.014171436677430638,0.90625,0.90625,,,,,
1163,6521184,37216,0.01310496610031902,0.96875,0.96875,,,,,
1164,6525568,37248,0.015437216002329227,0.90625,0.90625,,,,,
1165,6530976,37280,0.011113843769066331,0.96875,0.96875,,,,,
1166,6536640,37312,0.013586739040028033,0.875,0.875,,,,,
1167,6541280,37344,0.013402547357025459,0.96875,0.96875,,,,,
1168,6546176,37376,0.013666793757391433,0.9375,0.9375,,,,,
1169,6552096,37408,0.01123610562826165,0.90625,0.90625,0.012545810104085226,0.90625,0.90625,,
1170,6557248,37440,0.011622810311849552,0.9375,0.9375,,,,,
1171,6562912,37472,0.012541683050955195,0.96875,0.96875,,,,,
1172,6569856,37504,0.00928460527628374,0.90625,0.90625,,,,,
1173,6574752,37536,0.013065131525657886,0.90625,0.90625,,,,,
1174,6580416,37568,0.010026701263158865,0.9375,0.9375,,,,,
1175,6585312,37600,0.013295390669788977,0.84375,0.84375,,,,,
1176,6590464,37632,0.01503445582630733,0.84375,0.84375,,,,,
1177,6595872,37664,0.013181675300562619,0.875,0.875,0.015029404055561565,0.90625,0.90625,,
1178,6602048,37696,0.011289395398712765,0.875,0.875,,,,,
1179,6606688,37728,0.013213106892109382,0.875,0.875,,,,,
1180,6612864,37760,0.011019330459200295,1.0,1.0,,,,,
1181,6618016,37792,0.01148638456934883,0.875,0.875,,,,,
1182,6623936,37824,0.012975868385481214,0.84375,0.84375,,,,,
1183,6630112,37856,0.013304062528489447,0.84375,0.84375,,,,,
1184,6635776,37888,0.011328082272253888,0.875,0.875,,,,,
1185,6640928,37920,0.013585633384468856,0.875,0.875,0.010876043593838603,0.78125,0.78125,,
1186,6647360,37952,0.01219913442657079,0.84375,0.84375,,,,,
1187,6653536,37984,0.00928187319955443,0.96875,0.96875,,,,,
1188,6659968,38016,0.011389433694386563,0.875,0.875,,,,,
1189,6665120,38048,0.012122714162145923,0.9375,0.9375,,,,,
1190,6671552,38080,0.011269566200874683,0.90625,0.90625,,,,,
1191,6677984,38112,0.011772462221868034,0.8125,0.8125,,,,,
1192,6683648,38144,0.014313225065097216,0.9375,0.9375,,,,,
1193,6689312,38176,0.009980732968090903,0.9375,0.9375,0.012319365591074119,0.90625,0.90625,,
1194,6695232,38208,0.014798017535688353,0.8125,0.8125,,,,,
1195,6700896,38240,0.016556742236507313,0.8125,0.8125,,,,,
1196,6705536,38272,0.011241811051907798,0.9375,0.9375,,,,,
1197,6710432,38304,0.01620561530968031,0.625,0.625,,,,,
1198,6716608,38336,0.010456457572982006,0.9375,0.9375,,,,,
1199,6722784,38368,0.014222358010386566,0.875,0.875,,,,,
